step time minX maxX minY maxY width height area
30 0.3000 -0.9642 19.4433 -0.1334 15.0931 20.4075 15.2265 310.7341
31 0.3100 -0.9659 19.4431 -0.1320 15.0914 20.4089 15.2234 310.6934
32 0.3200 -0.9674 19.4429 -0.1306 15.0897 20.4103 15.2203 310.6506
33 0.3300 -0.9690 19.4427 -0.1292 15.0879 20.4117 15.2170 310.6057
34 0.3400 -0.9704 19.4425 -0.1277 15.0860 20.4130 15.2138 310.5587
35 0.3500 -0.9718 19.4423 -0.1263 15.0842 20.4142 15.2105 310.5096
36 0.3600 -0.9732 19.4421 -0.1249 15.0822 20.4153 15.2071 310.4586
37 0.3700 -0.9744 19.4419 -0.1235 15.0803 20.4164 15.2038 310.4057
38 0.3800 -0.9756 19.4417 -0.1221 15.0783 20.4174 15.2004 310.3509
39 0.3900 -0.9767 19.4415 -0.1207 15.0762 20.4182 15.1969 310.2944
40 0.4000 -0.9778 19.4413 -0.1193 15.0742 20.4191 15.1935 310.2363
41 0.4100 -0.9787 19.4411 -0.1179 15.0721 20.4198 15.1900 310.1768
42 0.4200 -0.9796 19.4408 -0.1166 15.0699 20.4204 15.1866 310.1158
43 0.4300 -0.9804 19.4406 -0.1153 15.0678 20.4210 15.1831 310.0537
44 0.4400 -0.9811 19.4403 -0.1140 15.0656 20.4214 15.1797 309.9905
45 0.4500 -0.9817 19.4401 -0.1128 15.0635 20.4218 15.1763 309.9263
46 0.4600 -0.9822 19.4398 -0.1116 15.0613 20.4220 15.1729 309.8615
47 0.4700 -0.9826 19.4396 -0.1105 15.0591 20.4222 15.1696 309.7962
48 0.4800 -0.9829 19.4393 -0.1094 15.0569 20.4222 15.1663 309.7305
49 0.4900 -0.9832 19.4390 -0.1084 15.0548 20.4222 15.1631 309.6647
50 0.5000 -0.9833 19.4387 -0.1074 15.0526 20.4220 15.1600 309.5990
51 0.5100 -0.9833 19.4385 -0.1065 15.0505 20.4218 15.1570 309.5337
52 0.5200 -0.9833 19.4382 -0.1056 15.0485 20.4214 15.1541 309.4690
53 0.5300 -0.9831 19.4379 -0.1049 15.0465 20.4210 15.1513 309.4051
54 0.5400 -0.9828 19.4376 -0.1041 15.0445 20.4204 15.1487 309.3422
55 0.5500 -0.9824 19.4373 -0.1035 15.0427 20.4197 15.1462 309.2807
56 0.5600 -0.9820 19.4370 -0.1029 15.0409 20.4189 15.1438 309.2208
57 0.5700 -0.9814 19.4367 -0.1024 15.0392 20.4181 15.1416 309.1627
58 0.5800 -0.9807 19.4363 -0.1020 15.0376 20.4170 15.1396 309.1066
59 0.5900 -0.9799 19.4360 -0.1016 15.0362 20.4159 15.1378 309.0528
60 0.6000 -0.9790 19.4357 -0.1013 15.0349 20.4147 15.1362 309.0013
61 0.6100 -0.9780 19.4354 -0.1011 15.0337 20.4134 15.1348 308.9524
62 0.6200 -0.9769 19.4350 -0.1010 15.0327 20.4119 15.1336 308.9062
63 0.6300 -0.9757 19.4347 -0.1009 15.0318 20.4104 15.1326 308.8628
64 0.6400 -0.9744 19.4343 -0.1008 15.0310 20.4087 15.1319 308.8221
65 0.6500 -0.9730 19.4340 -0.1009 15.0305 20.4069 15.1313 308.7842
66 0.6600 -0.9714 19.4336 -0.1010 15.0301 20.4050 15.1310 308.7489
67 0.6700 -0.9698 19.4332 -0.1011 15.0298 20.4030 15.1309 308.7163
68 0.6800 -0.9681 19.4329 -0.1013 15.0297 20.4009 15.1310 308.6860
69 0.6900 -0.9662 19.4325 -0.1015 15.0297 20.3987 15.1313 308.6579
70 0.7000 -0.9642 19.4321 -0.1018 15.0299 20.3963 15.1317 308.6318
71 0.7100 -0.9622 19.4317 -0.1021 15.0302 20.3939 15.1323 308.6074
72 0.7200 -0.9600 19.4313 -0.1025 15.0306 20.3913 15.1331 308.5844
73 0.7300 -0.9577 19.4309 -0.1029 15.0311 20.3887 15.1340 308.5625
74 0.7400 -0.9553 19.4305 -0.1033 15.0318 20.3859 15.1351 308.5414
75 0.7500 -0.9529 19.4301 -0.1037 15.0325 20.3830 15.1362 308.5208
76 0.7600 -0.9503 19.4297 -0.1042 15.0332 20.3800 15.1374 308.5003
77 0.7700 -0.9476 19.4293 -0.1046 15.0341 20.3768 15.1387 308.4796
78 0.7800 -0.9448 19.4289 -0.1051 15.0350 20.3736 15.1401 308.4585
79 0.7900 -0.9418 19.4284 -0.1056 15.0359 20.3703 15.1415 308.4367
80 0.8000 -0.9388 19.4280 -0.1061 15.0369 20.3668 15.1429 308.4138
81 0.8100 -0.9357 19.4276 -0.1065 15.0379 20.3633 15.1444 308.3896
82 0.8200 -0.9325 19.4271 -0.1070 15.0389 20.3596 15.1459 308.3639
83 0.8300 -0.9291 19.4267 -0.1074 15.0399 20.3558 15.1473 308.3365
84 0.8400 -0.9257 19.4262 -0.1079 15.0409 20.3519 15.1488 308.3072
85 0.8500 -0.9222 19.4258 -0.1083 15.0419 20.3480 15.1502 308.2757
86 0.8600 -0.9186 19.4253 -0.1087 15.0429 20.3439 15.1516 308.2420
87 0.8700 -0.9148 19.4248 -0.1091 15.0439 20.3397 15.1529 308.2058
88 0.8800 -0.9110 19.4244 -0.1094 15.0448 20.3354 15.1542 308.1670
89 0.8900 -0.9071 19.4239 -0.1098 15.0457 20.3310 15.1555 308.1255
90 0.9000 -0.9030 19.4234 -0.1101 15.0466 20.3264 15.1567 308.0813
91 0.9100 -0.8989 19.4229 -0.1103 15.0475 20.3218 15.1578 308.0341
92 0.9200 -0.8947 19.4224 -0.1105 15.0483 20.3171 15.1588 307.9839
93 0.9300 -0.8904 19.4219 -0.1107 15.0491 20.3123 15.1598 307.9307
94 0.9400 -0.8860 19.4214 -0.1109 15.0498 20.3074 15.1607 307.8744
95 0.9500 -0.8815 19.4209 -0.1110 15.0505 20.3024 15.1615 307.8150
96 0.9600 -0.8769 19.4204 -0.1111 15.0511 20.2973 15.1622 307.7523
97 0.9700 -0.8722 19.4199 -0.1111 15.0517 20.2922 15.1628 307.6864
98 0.9800 -0.8675 19.4194 -0.1111 15.0523 20.2869 15.1634 307.6173
99 0.9900 -0.8627 19.4189 -0.1110 15.0528 20.2815 15.1638 307.5449
100 1.0000 -0.8578 19.4183 -0.1109 15.0533 20.2761 15.1641 307.4692
101 1.0100 -0.8528 19.4178 -0.1107 15.0537 20.2706 15.1644 307.3902
102 1.0200 -0.8477 19.4173 -0.1105 15.0540 20.2650 15.1645 307.3080
103 1.0300 -0.8426 19.4167 -0.1102 15.0543 20.2593 15.1645 307.2226
104 1.0400 -0.8374 19.4162 -0.1099 15.0545 20.2535 15.1645 307.1339
105 1.0500 -0.8321 19.4156 -0.1095 15.0547 20.2477 15.1643 307.0420
106 1.0600 -0.8268 19.4150 -0.1091 15.0549 20.2418 15.1640 306.9470
107 1.0700 -0.8214 19.4145 -0.1086 15.0550 20.2359 15.1636 306.8488
108 1.0800 -0.8160 19.4139 -0.1081 15.0550 20.2299 15.1631 306.7476
109 1.0900 -0.8105 19.4133 -0.1075 15.0550 20.2238 15.1625 306.6434
110 1.1000 -0.8049 19.4128 -0.1069 15.0549 20.2177 15.1618 306.5362
111 1.1100 -0.7994 19.4122 -0.1062 15.0548 20.2115 15.1610 306.4261
112 1.1200 -0.7937 19.4116 -0.1054 15.0546 20.2053 15.1600 306.3132
113 1.1300 -0.7881 19.4110 -0.1046 15.0543 20.1991 15.1590 306.1975
114 1.1400 -0.7824 19.4104 -0.1038 15.0540 20.1928 15.1578 306.0792
115 1.1500 -0.7767 19.4098 -0.1029 15.0537 20.1865 15.1565 305.9583
116 1.1600 -0.7710 19.4092 -0.1019 15.0533 20.1802 15.1552 305.8349
117 1.1700 -0.7653 19.4086 -0.1009 15.0528 20.1739 15.1537 305.7091
118 1.1800 -0.7596 19.4080 -0.0998 15.0523 20.1676 15.1521 305.5811
119 1.1900 -0.7539 19.4073 -0.0987 15.0517 20.1613 15.1504 305.4508
120 1.2000 -0.7482 19.4067 -0.0975 15.0511 20.1549 15.1486 305.3184
121 1.2100 -0.7425 19.4061 -0.0962 15.0504 20.1486 15.1467 305.1841
122 1.2200 -0.7369 19.4054 -0.0950 15.0497 20.1423 15.1446 305.0479
123 1.2300 -0.7313 19.4048 -0.0936 15.0489 20.1360 15.1425 304.9100
124 1.2400 -0.7257 19.4041 -0.0922 15.0480 20.1298 15.1403 304.7704
125 1.2500 -0.7201 19.4035 -0.0908 15.0471 20.1236 15.1379 304.6293
126 1.2600 -0.7146 19.4028 -0.0893 15.0462 20.1174 15.1355 304.4868
127 1.2700 -0.7092 19.4022 -0.0877 15.0452 20.1113 15.1329 304.3430
128 1.2800 -0.7038 19.4015 -0.0861 15.0441 20.1053 15.1303 304.1979
129 1.2900 -0.6985 19.4008 -0.0845 15.0430 20.0993 15.1275 304.0518
130 1.3000 -0.6932 19.4001 -0.0828 15.0418 20.0934 15.1246 303.9047
131 1.3100 -0.6880 19.3995 -0.0811 15.0406 20.0875 15.1217 303.7568
132 1.3200 -0.6829 19.3988 -0.0793 15.0393 20.0817 15.1186 303.6080
133 1.3300 -0.6779 19.3981 -0.0775 15.0380 20.0760 15.1155 303.4585
134 1.3400 -0.6730 19.3974 -0.0756 15.0366 20.0704 15.1122 303.3083
135 1.3500 -0.6682 19.3967 -0.0737 15.0352 20.0648 15.1089 303.1576
136 1.3600 -0.6634 19.3960 -0.0718 15.0337 20.0594 15.1055 303.0063
137 1.3700 -0.6587 19.3952 -0.0698 15.0321 20.0540 15.1020 302.8545
138 1.3800 -0.6542 19.3945 -0.0678 15.0305 20.0487 15.0984 302.7024
139 1.3900 -0.6497 19.3938 -0.0658 15.0289 20.0434 15.0947 302.5498
140 1.4000 -0.6452 19.3931 -0.0637 15.0272 20.0383 15.0909 302.3968
141 1.4100 -0.6409 19.3923 -0.0617 15.0254 20.0332 15.0871 302.2434
142 1.4200 -0.6367 19.3916 -0.0596 15.0236 20.0283 15.0832 302.0897
143 1.4300 -0.6325 19.3908 -0.0574 15.0218 20.0233 15.0792 301.9356
144 1.4400 -0.6284 19.3901 -0.0553 15.0198 20.0185 15.0751 301.7811
145 1.4500 -0.6244 19.3893 -0.0531 15.0179 20.0137 15.0710 301.6262
146 1.4600 -0.6204 19.3886 -0.0510 15.0159 20.0089 15.0668 301.4709
147 1.4700 -0.6164 19.3878 -0.0488 15.0138 20.0042 15.0626 301.3152
148 1.4800 -0.6126 19.3870 -0.0466 15.0117 19.9996 15.0583 301.1589
149 1.4900 -0.6087 19.3862 -0.0444 15.0095 19.9950 15.0539 301.0022
150 1.5000 -0.6049 19.3854 -0.0422 15.0073 19.9904 15.0495 300.8449
151 1.5100 -0.6011 19.3847 -0.0401 15.0050 19.9858 15.0451 300.6870
152 1.5200 -0.5973 19.3839 -0.0379 15.0027 19.9812 15.0406 300.5286
153 1.5300 -0.5936 19.3831 -0.0357 15.0003 19.9766 15.0360 300.3695
154 1.5400 -0.5898 19.3823 -0.0336 14.9979 19.9721 15.0315 300.2098
155 1.5500 -0.5860 19.3814 -0.0315 14.9954 19.9675 15.0269 300.0493
156 1.5600 -0.5823 19.3806 -0.0294 14.9929 19.9629 15.0223 299.8882
157 1.5700 -0.5785 19.3798 -0.0273 14.9904 19.9583 15.0177 299.7264
158 1.5800 -0.5746 19.3790 -0.0253 14.9878 19.9536 15.0130 299.5638
159 1.5900 -0.5707 19.3781 -0.0233 14.9851 19.9489 15.0084 299.4006
160 1.6000 -0.5668 19.3773 -0.0213 14.9824 19.9441 15.0037 299.2366
161 1.6100 -0.5629 19.3765 -0.0194 14.9797 19.9393 14.9991 299.0719
162 1.6200 -0.5588 19.3756 -0.0175 14.9769 19.9345 14.9945 298.9065
163 1.6300 -0.5548 19.3748 -0.0157 14.9741 19.9295 14.9898 298.7404
164 1.6400 -0.5506 19.3739 -0.0139 14.9713 19.9245 14.9852 298.5737
165 1.6500 -0.5464 19.3730 -0.0122 14.9684 19.9195 14.9807 298.4065
166 1.6600 -0.5422 19.3722 -0.0105 14.9656 19.9143 14.9761 298.2387
167 1.6700 -0.5378 19.3713 -0.0089 14.9626 19.9091 14.9716 298.0705
168 1.6800 -0.5334 19.3704 -0.0074 14.9597 19.9038 14.9671 297.9019
169 1.6900 -0.5289 19.3695 -0.0059 14.9567 19.8984 14.9627 297.7331
170 1.7000 -0.5244 19.3686 -0.0045 14.9538 19.8930 14.9583 297.5642
171 1.7100 -0.5197 19.3677 -0.0031 14.9508 19.8875 14.9539 297.3954
172 1.7200 -0.5151 19.3668 -0.0018 14.9478 19.8819 14.9496 297.2268
173 1.7300 -0.5103 19.3659 -0.0006 14.9448 19.8762 14.9454 297.0586
174 1.7400 -0.5056 19.3650 0.0006 14.9419 19.8705 14.9413 296.8912
175 1.7500 -0.5008 19.3640 0.0017 14.9389 19.8648 14.9372 296.7248
176 1.7600 -0.4960 19.3631 0.0028 14.9360 19.8591 14.9332 296.5598
177 1.7700 -0.4912 19.3622 0.0038 14.9331 19.8534 14.9293 296.3967
178 1.7800 -0.4864 19.3612 0.0047 14.9302 19.8477 14.9255 296.2359
179 1.7900 -0.4817 19.3603 0.0057 14.9274 19.8420 14.9218 296.0779
180 1.8000 -0.4771 19.3593 0.0065 14.9247 19.8365 14.9181 295.9235
181 1.8100 -0.4727 19.3584 0.0073 14.9220 19.8311 14.9146 295.7733
182 1.8200 -0.4684 19.3574 0.0081 14.9194 19.8258 14.9113 295.6282
183 1.8300 -0.4644 19.3565 0.0088 14.9168 19.8208 14.9080 295.4889
184 1.8400 -0.4606 19.3555 0.0095 14.9144 19.8161 14.9049 295.3564
185 1.8500 -0.4572 19.3545 0.0102 14.9120 19.8117 14.9018 295.2317
186 1.8600 -0.4542 19.3535 0.0108 14.9098 19.8078 14.8990 295.1155
187 1.8700 -0.4517 19.3525 0.0115 14.9077 19.8042 14.8962 295.0086
188 1.8800 -0.4496 19.3515 0.0121 14.9057 19.8012 14.8937 294.9119
189 1.8900 -0.4481 19.3505 0.0126 14.9038 19.7987 14.8912 294.8256
190 1.9000 -0.4471 19.3495 0.0132 14.9021 19.7967 14.8889 294.7502
191 1.9100 -0.4467 19.3485 0.0138 14.9005 19.7952 14.8867 294.6856
192 1.9200 -0.4468 19.3475 0.0144 14.8990 19.7943 14.8847 294.6315
193 1.9300 -0.4474 19.3465 0.0149 14.8977 19.7939 14.8827 294.5876
194 1.9400 -0.4486 19.3454 0.0155 14.8964 19.7940 14.8809 294.5530
195 1.9500 -0.4501 19.3444 0.0160 14.8953 19.7945 14.8793 294.5271
196 1.9600 -0.4520 19.3433 0.0166 14.8943 19.7954 14.8777 294.5087
197 1.9700 -0.4543 19.3423 0.0172 14.8934 19.7966 14.8762 294.4969
198 1.9800 -0.4568 19.3412 0.0178 14.8926 19.7980 14.8747 294.4907
199 1.9900 -0.4595 19.3402 0.0184 14.8918 19.7997 14.8734 294.4891
200 2.0000 -0.4625 19.3391 0.0191 14.8912 19.8016 14.8721 294.4911
201 2.0100 -0.4655 19.3380 0.0198 14.8906 19.8036 14.8708 294.4959
202 2.0200 -0.4687 19.3370 0.0205 14.8901 19.8056 14.8696 294.5026
203 2.0300 -0.4719 19.3359 0.0212 14.8896 19.8078 14.8684 294.5105
204 2.0400 -0.4751 19.3348 0.0219 14.8892 19.8099 14.8673 294.5189
205 2.0500 -0.4784 19.3337 0.0227 14.8888 19.8121 14.8661 294.5273
206 2.0600 -0.4816 19.3326 0.0235 14.8884 19.8142 14.8649 294.5352
207 2.0700 -0.4848 19.3315 0.0244 14.8880 19.8163 14.8637 294.5420
208 2.0800 -0.4879 19.3304 0.0253 14.8877 19.8183 14.8624 294.5474
209 2.0900 -0.4910 19.3292 0.0262 14.8874 19.8202 14.8611 294.5511
210 2.1000 -0.4940 19.3281 0.0272 14.8870 19.8221 14.8598 294.5527
211 2.1100 -0.4969 19.3270 0.0282 14.8867 19.8239 14.8585 294.5521
212 2.1200 -0.4997 19.3258 0.0293 14.8863 19.8255 14.8570 294.5489
213 2.1300 -0.5024 19.3247 0.0304 14.8859 19.8271 14.8556 294.5430
214 2.1400 -0.5051 19.3235 0.0315 14.8855 19.8286 14.8540 294.5343
215 2.1500 -0.5076 19.3224 0.0327 14.8851 19.8300 14.8524 294.5226
216 2.1600 -0.5100 19.3212 0.0340 14.8847 19.8312 14.8507 294.5078
217 2.1700 -0.5124 19.3200 0.0352 14.8842 19.8324 14.8489 294.4898
218 2.1800 -0.5146 19.3189 0.0366 14.8837 19.8335 14.8471 294.4687
219 2.1900 -0.5167 19.3177 0.0380 14.8831 19.8344 14.8451 294.4442
220 2.2000 -0.5187 19.3165 0.0394 14.8825 19.8352 14.8431 294.4165
221 2.2100 -0.5206 19.3153 0.0409 14.8819 19.8359 14.8410 294.3854
222 2.2200 -0.5225 19.3141 0.0424 14.8813 19.8366 14.8388 294.3510
223 2.2300 -0.5242 19.3129 0.0440 14.8806 19.8371 14.8365 294.3133
224 2.2400 -0.5258 19.3117 0.0457 14.8798 19.8375 14.8341 294.2723
225 2.2500 -0.5274 19.3105 0.0474 14.8790 19.8378 14.8317 294.2280
226 2.2600 -0.5288 19.3092 0.0491 14.8782 19.8381 14.8291 294.1804
227 2.2700 -0.5302 19.3080 0.0509 14.8773 19.8382 14.8264 294.1296
228 2.2800 -0.5315 19.3068 0.0528 14.8764 19.8383 14.8237 294.0756
229 2.2900 -0.5327 19.3055 0.0547 14.8755 19.8382 14.8208 294.0185
230 2.3000 -0.5339 19.3043 0.0566 14.8745 19.8381 14.8178 293.9582
231 2.3100 -0.5349 19.3030 0.0586 14.8734 19.8380 14.8148 293.8950
232 2.3200 -0.5360 19.3018 0.0607 14.8723 19.8377 14.8116 293.8287
233 2.3300 -0.5369 19.3005 0.0628 14.8712 19.8374 14.8084 293.7596
234 2.3400 -0.5378 19.2992 0.0649 14.8700 19.8370 14.8050 293.6876
235 2.3500 -0.5386 19.2979 0.0671 14.8687 19.8366 14.8016 293.6127
236 2.3600 -0.5394 19.2966 0.0694 14.8674 19.8361 14.7980 293.5352
237 2.3700 -0.5402 19.2954 0.0717 14.8661 19.8355 14.7944 293.4549
238 2.3800 -0.5409 19.2941 0.0741 14.8647 19.8349 14.7907 293.3721
239 2.3900 -0.5416 19.2927 0.0764 14.8633 19.8343 14.7868 293.2867
240 2.4000 -0.5422 19.2914 0.0789 14.8618 19.8336 14.7829 293.1988
241 2.4100 -0.5428 19.2901 0.0814 14.8603 19.8329 14.7789 293.1085
242 2.4200 -0.5433 19.2888 0.0839 14.8587 19.8321 14.7748 293.0159
243 2.4300 -0.5439 19.2875 0.0865 14.8571 19.8313 14.7706 292.9209
244 2.4400 -0.5444 19.2861 0.0891 14.8554 19.8305 14.7663 292.8237
245 2.4500 -0.5449 19.2848 0.0918 14.8537 19.8297 14.7619 292.7243
246 2.4600 -0.5454 19.2834 0.0945 14.8519 19.8288 14.7575 292.6228
247 2.4700 -0.5458 19.2821 0.0972 14.8501 19.8279 14.7529 292.5192
248 2.4800 -0.5462 19.2807 0.1000 14.8483 19.8270 14.7483 292.4136
249 2.4900 -0.5467 19.2794 0.1028 14.8464 19.8260 14.7436 292.3061
250 2.5000 -0.5471 19.2780 0.1057 14.8444 19.8250 14.7388 292.1965
251 2.5100 -0.5475 19.2766 0.1085 14.8424 19.8240 14.7339 292.0851
252 2.5200 -0.5478 19.2752 0.1114 14.8404 19.8230 14.7289 291.9719
253 2.5300 -0.5482 19.2738 0.1144 14.8383 19.8220 14.7239 291.8568
254 2.5400 -0.5485 19.2724 0.1174 14.8361 19.8209 14.7188 291.7400
255 2.5500 -0.5488 19.2710 0.1203 14.8339 19.8198 14.7136 291.6215
256 2.5600 -0.5491 19.2696 0.1233 14.8317 19.8187 14.7084 291.5012
257 2.5700 -0.5494 19.2682 0.1264 14.8294 19.8176 14.7031 291.3793
258 2.5800 -0.5497 19.2668 0.1294 14.8271 19.8164 14.6977 291.2557
259 2.5900 -0.5499 19.2653 0.1325 14.8247 19.8153 14.6922 291.1305
260 2.6000 -0.5501 19.2639 0.1356 14.8223 19.8140 14.6868 291.0038
261 2.6100 -0.5503 19.2625 0.1386 14.8198 19.8128 14.6812 290.8755
262 2.6200 -0.5505 19.2610 0.1417 14.8173 19.8115 14.6756 290.7457
263 2.6300 -0.5506 19.2596 0.1448 14.8148 19.8102 14.6700 290.6143
264 2.6400 -0.5507 19.2581 0.1479 14.8122 19.8088 14.6643 290.4815
265 2.6500 -0.5508 19.2566 0.1510 14.8095 19.8074 14.6585 290.3473
266 2.6600 -0.5508 19.2552 0.1541 14.8068 19.8060 14.6527 290.2116
267 2.6700 -0.5508 19.2537 0.1572 14.8041 19.8045 14.6469 290.0745
268 2.6800 -0.5507 19.2522 0.1602 14.8013 19.8029 14.6411 289.9360
269 2.6900 -0.5506 19.2507 0.1633 14.7985 19.8013 14.6352 289.7962
270 2.7000 -0.5504 19.2492 0.1663 14.7956 19.7996 14.6293 289.6551
271 2.7100 -0.5502 19.2477 0.1693 14.7927 19.7979 14.6234 289.5126
272 2.7200 -0.5499 19.2462 0.1723 14.7897 19.7961 14.6174 289.3689
273 2.7300 -0.5496 19.2447 0.1753 14.7867 19.7943 14.6115 289.2239
274 2.7400 -0.5492 19.2432 0.1782 14.7837 19.7924 14.6055 289.0777
275 2.7500 -0.5487 19.2416 0.1811 14.7806 19.7904 14.5995 288.9302
276 2.7600 -0.5482 19.2401 0.1839 14.7775 19.7883 14.5935 288.7816
277 2.7700 -0.5476 19.2386 0.1868 14.7743 19.7862 14.5875 288.6317
278 2.7800 -0.5469 19.2370 0.1896 14.7711 19.7840 14.5815 288.4807
279 2.7900 -0.5462 19.2355 0.1923 14.7679 19.7816 14.5756 288.3285
280 2.8000 -0.5453 19.2339 0.1950 14.7646 19.7793 14.5696 288.1751
281 2.8100 -0.5444 19.2324 0.1977 14.7612 19.7768 14.5636 288.0206
282 2.8200 -0.5434 19.2308 0.2003 14.7579 19.7742 14.5576 287.8650
283 2.8300 -0.5423 19.2292 0.2028 14.7545 19.7715 14.5516 287.7082
284 2.8400 -0.5412 19.2276 0.2054 14.7510 19.7688 14.5457 287.5503
285 2.8500 -0.5399 19.2260 0.2078 14.7476 19.7659 14.5397 287.3912
286 2.8600 -0.5385 19.2244 0.2103 14.7441 19.7630 14.5338 287.2309
287 2.8700 -0.5371 19.2228 0.2126 14.7405 19.7599 14.5279 287.0696
288 2.8800 -0.5355 19.2212 0.2150 14.7370 19.7567 14.5220 286.9070
289 2.8900 -0.5338 19.2196 0.2173 14.7334 19.7535 14.5161 286.7433
290 2.9000 -0.5321 19.2180 0.2195 14.7298 19.7501 14.5102 286.5784
291 2.9100 -0.5302 19.2164 0.2218 14.7261 19.7466 14.5044 286.4124
292 2.9200 -0.5283 19.2148 0.2239 14.7225 19.7430 14.4986 286.2452
293 2.9300 -0.5262 19.2131 0.2261 14.7188 19.7393 14.4927 286.0768
294 2.9400 -0.5240 19.2115 0.2282 14.7151 19.7355 14.4870 285.9073
295 2.9500 -0.5217 19.2098 0.2303 14.7115 19.7316 14.4812 285.7366
296 2.9600 -0.5193 19.2082 0.2323 14.7078 19.7275 14.4755 285.5649
297 2.9700 -0.5169 19.2065 0.2343 14.7041 19.7234 14.4697 285.3920
298 2.9800 -0.5143 19.2048 0.2363 14.7004 19.7191 14.4640 285.2180
299 2.9900 -0.5116 19.2032 0.2383 14.6967 19.7147 14.4584 285.0430
300 3.0000 -0.5087 19.2015 0.2403 14.6930 19.7102 14.4527 284.8671
301 3.0100 -0.5058 19.1998 0.2422 14.6894 19.7056 14.4471 284.6902
302 3.0200 -0.5028 19.1981 0.2442 14.6858 19.7009 14.4416 284.5125
303 3.0300 -0.4997 19.1964 0.2461 14.6822 19.6961 14.4361 284.3341
304 3.0400 -0.4965 19.1947 0.2481 14.6786 19.6912 14.4306 284.1549
305 3.0500 -0.4931 19.1930 0.2500 14.6751 19.6861 14.4251 283.9752
306 3.0600 -0.4897 19.1913 0.2519 14.6717 19.6810 14.4197 283.7950
307 3.0700 -0.4862 19.1896 0.2539 14.6683 19.6758 14.4144 283.6144
308 3.0800 -0.4826 19.1878 0.2558 14.6649 19.6704 14.4091 283.4335
309 3.0900 -0.4789 19.1861 0.2578 14.6617 19.6650 14.4039 283.2524
310 3.1000 -0.4751 19.1843 0.2597 14.6585 19.6595 14.3987 283.0713
311 3.1100 -0.4713 19.1826 0.2617 14.6553 19.6539 14.3936 282.8902
312 3.1200 -0.4674 19.1808 0.2637 14.6523 19.6482 14.3886 282.7092
313 3.1300 -0.4634 19.1791 0.2658 14.6493 19.6424 14.3836 282.5285
314 3.1400 -0.4593 19.1773 0.2678 14.6465 19.6366 14.3787 282.3480
315 3.1500 -0.4552 19.1755 0.2699 14.6437 19.6307 14.3738 282.1680
316 3.1600 -0.4511 19.1737 0.2720 14.6410 19.6248 14.3690 281.9884
317 3.1700 -0.4469 19.1719 0.2741 14.6384 19.6188 14.3642 281.8093
318 3.1800 -0.4427 19.1701 0.2763 14.6358 19.6128 14.3595 281.6308
319 3.1900 -0.4384 19.1683 0.2785 14.6334 19.6068 14.3549 281.4528
320 3.2000 -0.4342 19.1665 0.2807 14.6310 19.6007 14.3503 281.2755
