step time minX maxX minY maxY width height area
58 0.5800 0.1915 19.9783 -0.6049 15.6589 19.7868 16.2638 321.8076
59 0.5900 0.1955 19.9779 -0.6045 15.6577 19.7824 16.2622 321.7059
60 0.6000 0.1995 19.9775 -0.6041 15.6565 19.7780 16.2606 321.6023
61 0.6100 0.2036 19.9771 -0.6037 15.6553 19.7735 16.2590 321.4969
62 0.6200 0.2077 19.9767 -0.6032 15.6541 19.7689 16.2573 321.3897
63 0.6300 0.2119 19.9762 -0.6028 15.6528 19.7643 16.2556 321.2806
64 0.6400 0.2163 19.9758 -0.6024 15.6515 19.7595 16.2539 321.1697
65 0.6500 0.2206 19.9754 -0.6020 15.6502 19.7547 16.2522 321.0570
66 0.6600 0.2251 19.9749 -0.6015 15.6489 19.7498 16.2504 320.9424
67 0.6700 0.2296 19.9745 -0.6011 15.6475 19.7448 16.2486 320.8259
68 0.6800 0.2342 19.9740 -0.6006 15.6462 19.7397 16.2468 320.7076
69 0.6900 0.2389 19.9735 -0.6002 15.6448 19.7346 16.2450 320.5875
70 0.7000 0.2437 19.9730 -0.5997 15.6434 19.7293 16.2431 320.4654
71 0.7100 0.2486 19.9726 -0.5992 15.6420 19.7240 16.2412 320.3415
72 0.7200 0.2535 19.9721 -0.5987 15.6405 19.7186 16.2393 320.2157
73 0.7300 0.2585 19.9716 -0.5983 15.6391 19.7131 16.2373 320.0880
74 0.7400 0.2636 19.9711 -0.5978 15.6376 19.7075 16.2354 319.9585
75 0.7500 0.2688 19.9706 -0.5973 15.6361 19.7018 16.2334 319.8270
76 0.7600 0.2740 19.9701 -0.5968 15.6346 19.6961 16.2314 319.6936
77 0.7700 0.2793 19.9695 -0.5963 15.6331 19.6902 16.2293 319.5584
78 0.7800 0.2847 19.9690 -0.5957 15.6315 19.6843 16.2272 319.4212
79 0.7900 0.2902 19.9685 -0.5952 15.6299 19.6782 16.2251 319.2821
80 0.8000 0.2958 19.9679 -0.5947 15.6283 19.6721 16.2230 319.1411
81 0.8100 0.3015 19.9674 -0.5941 15.6267 19.6659 16.2209 318.9981
82 0.8200 0.3072 19.9668 -0.5936 15.6251 19.6596 16.2187 318.8533
83 0.8300 0.3130 19.9663 -0.5930 15.6234 19.6532 16.2165 318.7065
84 0.8400 0.3189 19.9657 -0.5925 15.6218 19.6468 16.2143 318.5578
85 0.8500 0.3249 19.9651 -0.5919 15.6201 19.6402 16.2120 318.4071
86 0.8600 0.3310 19.9646 -0.5914 15.6184 19.6336 16.2097 318.2546
87 0.8700 0.3372 19.9640 -0.5908 15.6166 19.6268 16.2074 318.1001
88 0.8800 0.3434 19.9634 -0.5902 15.6149 19.6200 16.2051 317.9437
89 0.8900 0.3497 19.9628 -0.5896 15.6131 19.6131 16.2027 317.7854
90 0.9000 0.3561 19.9622 -0.5890 15.6113 19.6061 16.2004 317.6251
91 0.9100 0.3626 19.9616 -0.5884 15.6095 19.5990 16.1979 317.4630
92 0.9200 0.3692 19.9610 -0.5878 15.6077 19.5918 16.1955 317.2989
93 0.9300 0.3758 19.9603 -0.5872 15.6058 19.5845 16.1931 317.1330
94 0.9400 0.3826 19.9597 -0.5866 15.6040 19.5772 16.1906 316.9652
95 0.9500 0.3894 19.9591 -0.5860 15.6021 19.5697 16.1881 316.7956
96 0.9600 0.3963 19.9584 -0.5853 15.6002 19.5622 16.1855 316.6241
97 0.9700 0.4032 19.9578 -0.5847 15.5983 19.5546 16.1830 316.4508
98 0.9800 0.4103 19.9571 -0.5840 15.5963 19.5469 16.1804 316.2758
99 0.9900 0.4174 19.9565 -0.5834 15.5944 19.5391 16.1778 316.0989
100 1.0000 0.4245 19.9558 -0.5827 15.5924 19.5313 16.1751 315.9204
101 1.0100 0.4318 19.9551 -0.5821 15.5904 19.5233 16.1725 315.7402
102 1.0200 0.4391 19.9545 -0.5814 15.5884 19.5153 16.1698 315.5583
103 1.0300 0.4465 19.9538 -0.5807 15.5863 19.5073 16.1670 315.3749
104 1.0400 0.4539 19.9531 -0.5800 15.5843 19.4991 16.1643 315.1899
105 1.0500 0.4614 19.9524 -0.5793 15.5822 19.4909 16.1615 315.0035
106 1.0600 0.4690 19.9517 -0.5787 15.5801 19.4827 16.1587 314.8157
107 1.0700 0.4766 19.9510 -0.5780 15.5780 19.4744 16.1559 314.6266
108 1.0800 0.4842 19.9502 -0.5772 15.5758 19.4660 16.1531 314.4362
109 1.0900 0.4919 19.9495 -0.5765 15.5737 19.4577 16.1502 314.2448
110 1.1000 0.4996 19.9488 -0.5758 15.5715 19.4492 16.1473 314.0524
111 1.1100 0.5073 19.9481 -0.5751 15.5693 19.4408 16.1444 313.8591
112 1.1200 0.5150 19.9473 -0.5743 15.5671 19.4323 16.1414 313.6650
113 1.1300 0.5227 19.9466 -0.5736 15.5648 19.4239 16.1384 313.4703
114 1.1400 0.5304 19.9458 -0.5729 15.5626 19.4154 16.1354 313.2752
115 1.1500 0.5381 19.9450 -0.5721 15.5603 19.4069 16.1324 313.0799
116 1.1600 0.5458 19.9443 -0.5714 15.5580 19.3985 16.1293 312.8844
117 1.1700 0.5534 19.9435 -0.5706 15.5556 19.3901 16.1262 312.6890
118 1.1800 0.5610 19.9427 -0.5698 15.5533 19.3817 16.1231 312.4940
119 1.1900 0.5685 19.9419 -0.5690 15.5509 19.3734 16.1200 312.2994
120 1.2000 0.5759 19.9411 -0.5683 15.5485 19.3652 16.1168 312.1056
121 1.2100 0.5832 19.9404 -0.5675 15.5461 19.3571 16.1136 311.9128
122 1.2200 0.5905 19.9395 -0.5667 15.5437 19.3491 16.1104 311.7212
123 1.2300 0.5976 19.9387 -0.5659 15.5413 19.3412 16.1071 311.5310
124 1.2400 0.6045 19.9379 -0.5651 15.5388 19.3334 16.1038 311.3425
125 1.2500 0.6113 19.9371 -0.5642 15.5363 19.3258 16.1005 311.1559
126 1.2600 0.6179 19.9363 -0.5634 15.5338 19.3183 16.0972 310.9714
127 1.2700 0.6244 19.9354 -0.5626 15.5313 19.3111 16.0938 310.7893
128 1.2800 0.6306 19.9346 -0.5618 15.5287 19.3040 16.0905 310.6097
129 1.2900 0.6367 19.9337 -0.5609 15.5261 19.2971 16.0870 310.4327
130 1.3000 0.6425 19.9329 -0.5601 15.5235 19.2904 16.0836 310.2587
131 1.3100 0.6481 19.9320 -0.5592 15.5209 19.2839 16.0801 310.0876
132 1.3200 0.6535 19.9312 -0.5584 15.5183 19.2777 16.0766 309.9196
133 1.3300 0.6587 19.9303 -0.5575 15.5156 19.2716 16.0731 309.7548
134 1.3400 0.6636 19.9294 -0.5566 15.5129 19.2658 16.0695 309.5931
135 1.3500 0.6683 19.9285 -0.5558 15.5102 19.2603 16.0660 309.4347
136 1.3600 0.6727 19.9277 -0.5549 15.5075 19.2549 16.0623 309.2794
137 1.3700 0.6769 19.9268 -0.5540 15.5047 19.2498 16.0587 309.1273
138 1.3800 0.6809 19.9259 -0.5531 15.5019 19.2450 16.0550 308.9783
139 1.3900 0.6847 19.9249 -0.5522 15.4991 19.2403 16.0513 308.8323
140 1.4000 0.6882 19.9240 -0.5513 15.4963 19.2358 16.0476 308.6893
141 1.4100 0.6915 19.9231 -0.5504 15.4935 19.2316 16.0438 308.5491
142 1.4200 0.6946 19.9222 -0.5494 15.4906 19.2276 16.0401 308.4116
143 1.4300 0.6975 19.9213 -0.5485 15.4877 19.2237 16.0362 308.2768
144 1.4400 0.7002 19.9203 -0.5476 15.4848 19.2201 16.0324 308.1445
145 1.4500 0.7027 19.9194 -0.5467 15.4819 19.2166 16.0285 308.0147
146 1.4600 0.7051 19.9184 -0.5457 15.4789 19.2134 16.0246 307.8874
147 1.4700 0.7072 19.9175 -0.5448 15.4759 19.2103 16.0207 307.7624
148 1.4800 0.7091 19.9165 -0.5438 15.4729 19.2074 16.0167 307.6397
149 1.4900 0.7109 19.9155 -0.5428 15.4699 19.2046 16.0128 307.5194
150 1.5000 0.7125 19.9146 -0.5419 15.4669 19.2021 16.0087 307.4014
151 1.5100 0.7139 19.9136 -0.5409 15.4638 19.1997 16.0047 307.2858
152 1.5200 0.7151 19.9126 -0.5399 15.4607 19.1975 16.0006 307.1726
153 1.5300 0.7161 19.9116 -0.5389 15.4576 19.1956 15.9965 307.0618
154 1.5400 0.7169 19.9106 -0.5379 15.4544 19.1938 15.9924 306.9536
155 1.5500 0.7175 19.9096 -0.5369 15.4513 19.1922 15.9882 306.8481
156 1.5600 0.7178 19.9086 -0.5359 15.4481 19.1908 15.9840 306.7453
157 1.5700 0.7180 19.9076 -0.5349 15.4449 19.1896 15.9798 306.6454
158 1.5800 0.7179 19.9066 -0.5339 15.4416 19.1886 15.9755 306.5485
159 1.5900 0.7176 19.9056 -0.5329 15.4384 19.1879 15.9712 306.4546
160 1.6000 0.7171 19.9045 -0.5318 15.4351 19.1874 15.9669 306.3639
161 1.6100 0.7163 19.9035 -0.5308 15.4318 19.1872 15.9626 306.2764
162 1.6200 0.7153 19.9024 -0.5298 15.4284 19.1872 15.9582 306.1921
163 1.6300 0.7140 19.9014 -0.5287 15.4251 19.1874 15.9538 306.1113
164 1.6400 0.7125 19.9003 -0.5277 15.4217 19.1879 15.9493 306.0337
165 1.6500 0.7107 19.8993 -0.5266 15.4183 19.1886 15.9448 305.9594
166 1.6600 0.7086 19.8982 -0.5255 15.4148 19.1896 15.9403 305.8884
167 1.6700 0.7064 19.8971 -0.5245 15.4114 19.1908 15.9358 305.8206
168 1.6800 0.7038 19.8961 -0.5234 15.4079 19.1922 15.9312 305.7558
169 1.6900 0.7011 19.8950 -0.5223 15.4044 19.1939 15.9266 305.6939
170 1.7000 0.6981 19.8939 -0.5212 15.4008 19.1957 15.9220 305.6348
171 1.7100 0.6950 19.8928 -0.5201 15.3972 19.1978 15.9173 305.5782
172 1.7200 0.6916 19.8917 -0.5190 15.3937 19.2001 15.9126 305.5239
173 1.7300 0.6881 19.8906 -0.5179 15.3900 19.2025 15.9079 305.4717
174 1.7400 0.6844 19.8895 -0.5168 15.3864 19.2051 15.9032 305.4214
175 1.7500 0.6805 19.8884 -0.5156 15.3827 19.2078 15.8984 305.3727
176 1.7600 0.6766 19.8872 -0.5145 15.3790 19.2107 15.8935 305.3253
177 1.7700 0.6725 19.8861 -0.5134 15.3753 19.2136 15.8887 305.2790
178 1.7800 0.6683 19.8850 -0.5122 15.3716 19.2167 15.8838 305.2334
179 1.7900 0.6640 19.8838 -0.5111 15.3678 19.2198 15.8789 305.1885
180 1.8000 0.6597 19.8827 -0.5099 15.3640 19.2230 15.8739 305.1438
181 1.8100 0.6553 19.8815 -0.5087 15.3602 19.2262 15.8689 305.0992
182 1.8200 0.6509 19.8804 -0.5076 15.3563 19.2295 15.8639 305.0544
183 1.8300 0.6464 19.8792 -0.5064 15.3524 19.2328 15.8588 305.0093
184 1.8400 0.6420 19.8780 -0.5052 15.3485 19.2360 15.8538 304.9635
185 1.8500 0.6375 19.8768 -0.5040 15.3446 19.2393 15.8486 304.9170
186 1.8600 0.6331 19.8757 -0.5028 15.3406 19.2426 15.8435 304.8695
187 1.8700 0.6286 19.8745 -0.5016 15.3367 19.2458 15.8383 304.8209
188 1.8800 0.6243 19.8733 -0.5004 15.3326 19.2490 15.8331 304.7709
189 1.8900 0.6199 19.8721 -0.4992 15.3286 19.2522 15.8278 304.7196
190 1.9000 0.6156 19.8709 -0.4980 15.3245 19.2553 15.8225 304.6666
191 1.9100 0.6113 19.8697 -0.4968 15.3204 19.2583 15.8172 304.6120
192 1.9200 0.6072 19.8685 -0.4955 15.3163 19.2613 15.8118 304.5555
193 1.9300 0.6030 19.8672 -0.4943 15.3121 19.2642 15.8064 304.4972
194 1.9400 0.5990 19.8660 -0.4930 15.3079 19.2670 15.8009 304.4368
195 1.9500 0.5950 19.8648 -0.4918 15.3037 19.2697 15.7955 304.3743
196 1.9600 0.5912 19.8635 -0.4905 15.2994 19.2724 15.7900 304.3097
197 1.9700 0.5874 19.8623 -0.4892 15.2952 19.2749 15.7844 304.2429
198 1.9800 0.5837 19.8610 -0.4880 15.2908 19.2774 15.7788 304.1737
199 1.9900 0.5801 19.8598 -0.4867 15.2865 19.2797 15.7732 304.1022
200 2.0000 0.5766 19.8585 -0.4854 15.2821 19.2819 15.7675 304.0283
201 2.0100 0.5732 19.8573 -0.4841 15.2777 19.2841 15.7618 303.9519
202 2.0200 0.5699 19.8560 -0.4828 15.2732 19.2861 15.7561 303.8730
203 2.0300 0.5667 19.8547 -0.4815 15.2688 19.2880 15.7503 303.7916
204 2.0400 0.5636 19.8534 -0.4802 15.2643 19.2898 15.7444 303.7076
205 2.0500 0.5606 19.8521 -0.4789 15.2597 19.2915 15.7386 303.6210
206 2.0600 0.5577 19.8508 -0.4775 15.2551 19.2931 15.7327 303.5318
207 2.0700 0.5550 19.8495 -0.4762 15.2505 19.2946 15.7267 303.4399
208 2.0800 0.5523 19.8482 -0.4749 15.2458 19.2959 15.7207 303.3453
209 2.0900 0.5498 19.8469 -0.4735 15.2412 19.2971 15.7147 303.2480
210 2.1000 0.5474 19.8456 -0.4722 15.2364 19.2982 15.7086 303.1480
211 2.1100 0.5451 19.8443 -0.4708 15.2317 19.2992 15.7025 303.0452
212 2.1200 0.5429 19.8430 -0.4694 15.2268 19.3001 15.6963 302.9397
213 2.1300 0.5408 19.8416 -0.4681 15.2220 19.3008 15.6901 302.8314
214 2.1400 0.5388 19.8403 -0.4667 15.2171 19.3015 15.6838 302.7203
215 2.1500 0.5370 19.8389 -0.4653 15.2122 19.3020 15.6775 302.6064
216 2.1600 0.5352 19.8376 -0.4639 15.2072 19.3024 15.6711 302.4896
217 2.1700 0.5336 19.8362 -0.4625 15.2022 19.3026 15.6647 302.3701
218 2.1800 0.5321 19.8349 -0.4611 15.1972 19.3028 15.6582 302.2476
219 2.1900 0.5307 19.8335 -0.4597 15.1921 19.3028 15.6517 302.1224
220 2.2000 0.5294 19.8321 -0.4582 15.1869 19.3027 15.6452 301.9942
221 2.2100 0.5283 19.8308 -0.4568 15.1818 19.3025 15.6386 301.8632
222 2.2200 0.5272 19.8294 -0.4554 15.1765 19.3021 15.6319 301.7294
223 2.2300 0.5263 19.8280 -0.4539 15.1713 19.3017 15.6252 301.5926
224 2.2400 0.5255 19.8266 -0.4525 15.1660 19.3011 15.6184 301.4529
225 2.2500 0.5248 19.8252 -0.4510 15.1606 19.3004 15.6116 301.3103
226 2.2600 0.5242 19.8238 -0.4496 15.1552 19.2996 15.6048 301.1648
227 2.2700 0.5238 19.8224 -0.4481 15.1497 19.2986 15.5978 301.0164
228 2.2800 0.5234 19.8210 -0.4466 15.1442 19.2975 15.5908 300.8650
229 2.2900 0.5232 19.8196 -0.4451 15.1387 19.2964 15.5838 300.7108
230 2.3000 0.5231 19.8181 -0.4437 15.1331 19.2950 15.5767 300.5535
231 2.3100 0.5231 19.8167 -0.4422 15.1274 19.2936 15.5696 300.3934
232 2.3200 0.5232 19.8153 -0.4406 15.1217 19.2921 15.5624 300.2302
233 2.3300 0.5234 19.8138 -0.4391 15.1160 19.2904 15.5551 300.0642
234 2.3400 0.5238 19.8124 -0.4376 15.1102 19.2886 15.5478 299.8951
235 2.3500 0.5242 19.8109 -0.4361 15.1043 19.2867 15.5404 299.7231
236 2.3600 0.5248 19.8095 -0.4346 15.0984 19.2847 15.5330 299.5481
237 2.3700 0.5255 19.8080 -0.4330 15.0924 19.2825 15.5255 299.3701
238 2.3800 0.5263 19.8065 -0.4315 15.0864 19.2803 15.5179 299.1892
239 2.3900 0.5272 19.8051 -0.4299 15.0804 19.2779 15.5103 299.0053
240 2.4000 0.5282 19.8036 -0.4284 15.0742 19.2754 15.5026 298.8184
241 2.4100 0.5294 19.8021 -0.4268 15.0681 19.2727 15.4949 298.6285
242 2.4200 0.5306 19.8006 -0.4252 15.0618 19.2700 15.4871 298.4356
243 2.4300 0.5320 19.7991 -0.4237 15.0556 19.2671 15.4792 298.2397
244 2.4400 0.5335 19.7976 -0.4221 15.0492 19.2641 15.4713 298.0408
245 2.4500 0.5351 19.7961 -0.4205 15.0428 19.2610 15.4633 297.8390
246 2.4600 0.5368 19.7946 -0.4189 15.0364 19.2578 15.4553 297.6341
247 2.4700 0.5386 19.7931 -0.4173 15.0299 19.2545 15.4471 297.4263
248 2.4800 0.5406 19.7916 -0.4156 15.0233 19.2510 15.4390 297.2155
249 2.4900 0.5426 19.7900 -0.4140 15.0167 19.2474 15.4307 297.0017
250 2.5000 0.5448 19.7885 -0.4124 15.0101 19.2437 15.4224 296.7849
251 2.5100 0.5471 19.7870 -0.4108 15.0033 19.2399 15.4141 296.5652
252 2.5200 0.5495 19.7854 -0.4091 14.9966 19.2359 15.4057 296.3424
253 2.5300 0.5520 19.7839 -0.4075 14.9897 19.2319 15.3972 296.1166
254 2.5400 0.5547 19.7823 -0.4058 14.9828 19.2277 15.3886 295.8878
255 2.5500 0.5574 19.7808 -0.4042 14.9759 19.2234 15.3800 295.6558
256 2.5600 0.5603 19.7792 -0.4025 14.9689 19.2189 15.3713 295.4207
257 2.5700 0.5633 19.7776 -0.4008 14.9618 19.2144 15.3626 295.1824
258 2.5800 0.5664 19.7761 -0.3991 14.9546 19.2097 15.3537 294.9407
259 2.5900 0.5696 19.7745 -0.3974 14.9474 19.2049 15.3448 294.6954
260 2.6000 0.5729 19.7729 -0.3957 14.9400 19.2000 15.3357 294.4463
261 2.6100 0.5764 19.7713 -0.3940 14.9326 19.1950 15.3266 294.1931
262 2.6200 0.5799 19.7697 -0.3923 14.9250 19.1898 15.3173 293.9355
263 2.6300 0.5836 19.7681 -0.3906 14.9172 19.1845 15.3078 293.6730
264 2.6400 0.5874 19.7665 -0.3889 14.9093 19.1791 15.2982 293.4053
265 2.6500 0.5913 19.7649 -0.3871 14.9012 19.1736 15.2883 293.1320
266 2.6600 0.5954 19.7633 -0.3854 14.8929 19.1679 15.2783 292.8527
267 2.6700 0.5995 19.7617 -0.3836 14.8896 19.1621 15.2733 292.6684
268 2.6800 0.6038 19.7601 -0.3819 14.8929 19.1562 15.2748 292.6073
269 2.6900 0.6082 19.7584 -0.3801 14.8963 19.1502 15.2764 292.5463
270 2.7000 0.6127 19.7568 -0.3783 14.8998 19.1441 15.2781 292.4856
271 2.7100 0.6173 19.7552 -0.3766 14.9034 19.1378 15.2799 292.4248
272 2.7200 0.6221 19.7535 -0.3748 14.9071 19.1314 15.2819 292.3639
273 2.7300 0.6269 19.7519 -0.3730 14.9109 19.1249 15.2839 292.3026
274 2.7400 0.6319 19.7502 -0.3712 14.9147 19.1183 15.2859 292.2408
275 2.7500 0.6370 19.7486 -0.3694 14.9187 19.1116 15.2880 292.1783
276 2.7600 0.6422 19.7469 -0.3676 14.9226 19.1047 15.2902 292.1149
277 2.7700 0.6475 19.7452 -0.3658 14.9267 19.0977 15.2924 292.0506
278 2.7800 0.6529 19.7436 -0.3639 14.9308 19.0906 15.2947 291.9852
279 2.7900 0.6584 19.7419 -0.3621 14.9349 19.0834 15.2970 291.9188
280 2.8000 0.6641 19.7402 -0.3603 14.9390 19.0761 15.2993 291.8513
281 2.8100 0.6698 19.7385 -0.3584 14.9432 19.0687 15.3016 291.7829
282 2.8200 0.6756 19.7368 -0.3566 14.9475 19.0612 15.3040 291.7136
283 2.8300 0.6815 19.7351 -0.3547 14.9518 19.0537 15.3064 291.6436
284 2.8400 0.6874 19.7334 -0.3528 14.9561 19.0460 15.3089 291.5730
285 2.8500 0.6935 19.7317 -0.3509 14.9605 19.0382 15.3114 291.5021
286 2.8600 0.6996 19.7300 -0.3491 14.9649 19.0304 15.3139 291.4309
287 2.8700 0.7057 19.7283 -0.3472 14.9693 19.0226 15.3165 291.3597
288 2.8800 0.7119 19.7266 -0.3453 14.9739 19.0147 15.3191 291.2888
289 2.8900 0.7180 19.7248 -0.3434 14.9785 19.0068 15.3218 291.2185
290 2.9000 0.7242 19.7231 -0.3414 14.9831 18.9989 15.3245 291.1490
291 2.9100 0.7304 19.7214 -0.3395 14.9878 18.9910 15.3273 291.0807
292 2.9200 0.7365 19.7196 -0.3376 14.9926 18.9831 15.3301 291.0139
293 2.9300 0.7426 19.7179 -0.3357 14.9974 18.9753 15.3330 290.9489
294 2.9400 0.7485 19.7161 -0.3337 15.0022 18.9676 15.3360 290.8861
295 2.9500 0.7544 19.7144 -0.3318 15.0072 18.9600 15.3389 290.8259
296 2.9600 0.7601 19.7126 -0.3298 15.0121 18.9525 15.3420 290.7685
297 2.9700 0.7656 19.7108 -0.3278 15.0172 18.9452 15.3450 290.7145
298 2.9800 0.7710 19.7091 -0.3259 15.0222 18.9381 15.3481 290.6640
299 2.9900 0.7761 19.7073 -0.3239 15.0273 18.9312 15.3512 290.6175
300 3.0000 0.7810 19.7055 -0.3219 15.0325 18.9246 15.3544 290.5750
301 3.0100 0.7856 19.7037 -0.3199 15.0377 18.9182 15.3576 290.5369
302 3.0200 0.7899 19.7020 -0.3179 15.0428 18.9121 15.3607 290.5031
303 3.0300 0.7939 19.7002 -0.3159 15.0480 18.9062 15.3639 290.4738
304 3.0400 0.7977 19.6984 -0.3139 15.0532 18.9007 15.3671 290.4487
305 3.0500 0.8012 19.6966 -0.3118 15.0584 18.8954 15.3703 290.4278
306 3.0600 0.8043 19.6947 -0.3098 15.0636 18.8904 15.3734 290.4107
307 3.0700 0.8073 19.6929 -0.3078 15.0688 18.8857 15.3766 290.3971
308 3.0800 0.8100 19.6911 -0.3057 15.0740 18.8812 15.3797 290.3865
309 3.0900 0.8124 19.6893 -0.3037 15.0791 18.8769 15.3828 290.3784
310 3.1000 0.8147 19.6875 -0.3016 15.0842 18.8728 15.3858 290.3723
311 3.1100 0.8168 19.6856 -0.2995 15.0892 18.8688 15.3887 290.3677
312 3.1200 0.8188 19.6838 -0.2975 15.0942 18.8650 15.3917 290.3639
313 3.1300 0.8206 19.6820 -0.2954 15.0991 18.8613 15.3945 290.3605
314 3.1400 0.8224 19.6801 -0.2933 15.1040 18.8577 15.3973 290.3568
315 3.1500 0.8242 19.6783 -0.2912 15.1088 18.8541 15.4000 290.3523
316 3.1600 0.8259 19.6764 -0.2891 15.1135 18.8505 15.4026 290.3467
317 3.1700 0.8276 19.6746 -0.2870 15.1181 18.8470 15.4051 290.3393
318 3.1800 0.8293 19.6727 -0.2848 15.1227 18.8434 15.4075 290.3298
319 3.1900 0.8310 19.6708 -0.2827 15.1271 18.8398 15.4098 290.3178
320 3.2000 0.8328 19.6690 -0.2806 15.1315 18.8361 15.4120 290.3030
321 3.2100 0.8347 19.6671 -0.2784 15.1357 18.8324 15.4141 290.2850
322 3.2200 0.8367 19.6652 -0.2763 15.1399 18.8285 15.4161 290.2635
323 3.2300 0.8387 19.6633 -0.2741 15.1439 18.8246 15.4180 290.2384
324 3.2400 0.8409 19.6614 -0.2719 15.1479 18.8206 15.4198 290.2093
