step time minX maxX minY maxY width height area
35 0.3500 1.1264 17.7902 7.3337 12.2751 16.6637 4.9415 82.3433
36 0.3600 1.1265 17.7901 7.3340 12.2750 16.6636 4.9411 82.3361
37 0.3700 1.1267 17.7901 7.3343 12.2750 16.6635 4.9407 82.3287
38 0.3800 1.1268 17.7901 7.3346 12.2749 16.6633 4.9403 82.3212
39 0.3900 1.1270 17.7901 7.3349 12.2748 16.6632 4.9398 82.3134
40 0.4000 1.1271 17.7901 7.3352 12.2746 16.6630 4.9394 82.3054
41 0.4100 1.1273 17.7901 7.3356 12.2745 16.6629 4.9390 82.2972
42 0.4200 1.1274 17.7901 7.3359 12.2744 16.6627 4.9385 82.2889
43 0.4300 1.1276 17.7901 7.3363 12.2743 16.6626 4.9380 82.2803
44 0.4400 1.1277 17.7901 7.3366 12.2742 16.6624 4.9376 82.2715
45 0.4500 1.1279 17.7901 7.3370 12.2741 16.6622 4.9371 82.2625
46 0.4600 1.1280 17.7901 7.3374 12.2740 16.6621 4.9366 82.2534
47 0.4700 1.1282 17.7901 7.3378 12.2738 16.6619 4.9361 82.2440
48 0.4800 1.1284 17.7901 7.3382 12.2737 16.6617 4.9355 82.2344
49 0.4900 1.1286 17.7901 7.3386 12.2736 16.6615 4.9350 82.2247
50 0.5000 1.1288 17.7901 7.3390 12.2735 16.6613 4.9345 82.2147
51 0.5100 1.1289 17.7901 7.3394 12.2733 16.6611 4.9339 82.2046
52 0.5200 1.1291 17.7901 7.3399 12.2732 16.6609 4.9333 82.1942
53 0.5300 1.1293 17.7901 7.3403 12.2731 16.6608 4.9328 82.1837
54 0.5400 1.1295 17.7901 7.3407 12.2729 16.6606 4.9322 82.1729
55 0.5500 1.1297 17.7901 7.3412 12.2728 16.6603 4.9316 82.1620
56 0.5600 1.1299 17.7901 7.3417 12.2726 16.6601 4.9310 82.1508
57 0.5700 1.1301 17.7900 7.3421 12.2725 16.6599 4.9304 82.1395
58 0.5800 1.1303 17.7900 7.3426 12.2723 16.6597 4.9297 82.1279
59 0.5900 1.1305 17.7900 7.3431 12.2722 16.6595 4.9291 82.1162
60 0.6000 1.1308 17.7900 7.3436 12.2720 16.6593 4.9284 82.1043
61 0.6100 1.1310 17.7900 7.3441 12.2719 16.6590 4.9278 82.0921
62 0.6200 1.1312 17.7900 7.3446 12.2717 16.6588 4.9271 82.0798
63 0.6300 1.1314 17.7900 7.3451 12.2715 16.6586 4.9264 82.0673
64 0.6400 1.1317 17.7900 7.3456 12.2714 16.6583 4.9257 82.0546
65 0.6500 1.1319 17.7900 7.3462 12.2712 16.6581 4.9250 82.0416
66 0.6600 1.1321 17.7900 7.3467 12.2710 16.6578 4.9243 82.0285
67 0.6700 1.1324 17.7900 7.3473 12.2709 16.6576 4.9236 82.0152
68 0.6800 1.1326 17.7900 7.3478 12.2707 16.6573 4.9229 82.0017
69 0.6900 1.1329 17.7900 7.3484 12.2705 16.6571 4.9221 81.9880
70 0.7000 1.1331 17.7900 7.3490 12.2703 16.6568 4.9214 81.9741
71 0.7100 1.1334 17.7900 7.3496 12.2701 16.6566 4.9206 81.9600
72 0.7200 1.1336 17.7899 7.3502 12.2700 16.6563 4.9198 81.9457
73 0.7300 1.1339 17.7899 7.3508 12.2698 16.6560 4.9190 81.9312
74 0.7400 1.1342 17.7899 7.3514 12.2696 16.6558 4.9182 81.9165
75 0.7500 1.1344 17.7899 7.3520 12.2694 16.6555 4.9174 81.9016
76 0.7600 1.1347 17.7899 7.3526 12.2692 16.6552 4.9166 81.8866
77 0.7700 1.1350 17.7899 7.3532 12.2690 16.6549 4.9157 81.8713
78 0.7800 1.1353 17.7899 7.3539 12.2688 16.6546 4.9149 81.8558
79 0.7900 1.1356 17.7899 7.3545 12.2686 16.6543 4.9140 81.8402
80 0.8000 1.1359 17.7899 7.3552 12.2684 16.6540 4.9132 81.8243
81 0.8100 1.1361 17.7899 7.3559 12.2682 16.6537 4.9123 81.8082
82 0.8200 1.1364 17.7899 7.3565 12.2680 16.6534 4.9114 81.7920
83 0.8300 1.1367 17.7899 7.3572 12.2677 16.6531 4.9105 81.7755
84 0.8400 1.1370 17.7898 7.3579 12.2675 16.6528 4.9096 81.7589
85 0.8500 1.1373 17.7898 7.3586 12.2673 16.6525 4.9087 81.7420
86 0.8600 1.1377 17.7898 7.3593 12.2671 16.6522 4.9078 81.7250
87 0.8700 1.1380 17.7898 7.3600 12.2669 16.6518 4.9068 81.7078
88 0.8800 1.1383 17.7898 7.3608 12.2666 16.6515 4.9059 81.6903
89 0.8900 1.1386 17.7898 7.3615 12.2664 16.6512 4.9049 81.6727
90 0.9000 1.1389 17.7898 7.3622 12.2662 16.6509 4.9039 81.6549
91 0.9100 1.1393 17.7898 7.3630 12.2659 16.6505 4.9030 81.6369
92 0.9200 1.1396 17.7898 7.3637 12.2657 16.6502 4.9020 81.6187
93 0.9300 1.1399 17.7898 7.3645 12.2655 16.6498 4.9010 81.6003
94 0.9400 1.1403 17.7898 7.3653 12.2652 16.6495 4.8999 81.5817
95 0.9500 1.1406 17.7897 7.3661 12.2650 16.6491 4.8989 81.5629
96 0.9600 1.1409 17.7897 7.3669 12.2647 16.6488 4.8979 81.5439
97 0.9700 1.1413 17.7897 7.3676 12.2645 16.6484 4.8968 81.5247
98 0.9800 1.1416 17.7897 7.3685 12.2642 16.6481 4.8958 81.5053
99 0.9900 1.1420 17.7897 7.3693 12.2640 16.6477 4.8947 81.4857
100 1.0000 1.1424 17.7897 7.3701 12.2637 16.6473 4.8936 81.4659
101 1.0100 1.1427 17.7897 7.3709 12.2635 16.6470 4.8925 81.4460
102 1.0200 1.1431 17.7897 7.3718 12.2632 16.6466 4.8914 81.4258
103 1.0300 1.1435 17.7897 7.3726 12.2629 16.6462 4.8903 81.4054
104 1.0400 1.1438 17.7896 7.3735 12.2627 16.6458 4.8892 81.3849
105 1.0500 1.1442 17.7896 7.3743 12.2624 16.6454 4.8881 81.3641
106 1.0600 1.1446 17.7896 7.3752 12.2621 16.6450 4.8869 81.3432
107 1.0700 1.1450 17.7896 7.3761 12.2619 16.6446 4.8858 81.3220
108 1.0800 1.1454 17.7896 7.3770 12.2616 16.6442 4.8846 81.3007
109 1.0900 1.1458 17.7896 7.3779 12.2613 16.6438 4.8834 81.2791
110 1.1000 1.1462 17.7896 7.3788 12.2610 16.6434 4.8822 81.2574
111 1.1100 1.1465 17.7896 7.3797 12.2607 16.6430 4.8811 81.2354
112 1.1200 1.1469 17.7896 7.3806 12.2604 16.6426 4.8798 81.2133
113 1.1300 1.1474 17.7895 7.3815 12.2602 16.6422 4.8786 81.1910
114 1.1400 1.1478 17.7895 7.3825 12.2599 16.6418 4.8774 81.1685
115 1.1500 1.1482 17.7895 7.3834 12.2596 16.6413 4.8762 81.1458
116 1.1600 1.1486 17.7895 7.3844 12.2593 16.6409 4.8749 81.1228
117 1.1700 1.1490 17.7895 7.3853 12.2590 16.6405 4.8736 81.0997
118 1.1800 1.1494 17.7895 7.3863 12.2587 16.6401 4.8724 81.0764
119 1.1900 1.1499 17.7895 7.3873 12.2584 16.6396 4.8711 81.0529
120 1.2000 1.1503 17.7895 7.3883 12.2581 16.6392 4.8698 81.0292
121 1.2100 1.1507 17.7895 7.3893 12.2578 16.6387 4.8685 81.0053
122 1.2200 1.1512 17.7894 7.3903 12.2574 16.6383 4.8672 80.9812
123 1.2300 1.1516 17.7894 7.3913 12.2571 16.6378 4.8658 80.9569
124 1.2400 1.1520 17.7894 7.3923 12.2568 16.6374 4.8645 80.9325
125 1.2500 1.1525 17.7894 7.3933 12.2565 16.6369 4.8632 80.9078
126 1.2600 1.1529 17.7894 7.3944 12.2562 16.6364 4.8618 80.8829
127 1.2700 1.1534 17.7894 7.3954 12.2558 16.6360 4.8604 80.8578
128 1.2800 1.1539 17.7894 7.3965 12.2555 16.6355 4.8590 80.8325
129 1.2900 1.1543 17.7893 7.3975 12.2552 16.6350 4.8576 80.8071
130 1.3000 1.1548 17.7893 7.3986 12.2549 16.6346 4.8562 80.7814
131 1.3100 1.1553 17.7893 7.3997 12.2545 16.6341 4.8548 80.7555
132 1.3200 1.1557 17.7893 7.4008 12.2542 16.6336 4.8534 80.7295
133 1.3300 1.1562 17.7893 7.4019 12.2538 16.6331 4.8520 80.7032
134 1.3400 1.1567 17.7893 7.4030 12.2535 16.6326 4.8505 80.6768
135 1.3500 1.1572 17.7893 7.4041 12.2532 16.6321 4.8491 80.6501
136 1.3600 1.1576 17.7893 7.4052 12.2528 16.6316 4.8476 80.6232
137 1.3700 1.1581 17.7892 7.4063 12.2525 16.6311 4.8461 80.5962
138 1.3800 1.1586 17.7892 7.4075 12.2521 16.6306 4.8446 80.5689
139 1.3900 1.1591 17.7892 7.4086 12.2518 16.6301 4.8431 80.5415
140 1.4000 1.1596 17.7892 7.4098 12.2514 16.6296 4.8416 80.5138
141 1.4100 1.1601 17.7892 7.4110 12.2510 16.6290 4.8401 80.4860
142 1.4200 1.1606 17.7892 7.4121 12.2507 16.6285 4.8385 80.4580
143 1.4300 1.1612 17.7892 7.4133 12.2503 16.6280 4.8370 80.4297
144 1.4400 1.1617 17.7891 7.4145 12.2499 16.6275 4.8354 80.4013
145 1.4500 1.1622 17.7891 7.4157 12.2496 16.6269 4.8339 80.3726
146 1.4600 1.1627 17.7891 7.4169 12.2492 16.6264 4.8323 80.3438
147 1.4700 1.1632 17.7891 7.4181 12.2488 16.6259 4.8307 80.3147
148 1.4800 1.1638 17.7891 7.4193 12.2484 16.6253 4.8291 80.2855
149 1.4900 1.1643 17.7891 7.4206 12.2481 16.6248 4.8275 80.2561
150 1.5000 1.1648 17.7890 7.4218 12.2477 16.6242 4.8259 80.2264
151 1.5100 1.1654 17.7890 7.4231 12.2473 16.6237 4.8242 80.1966
152 1.5200 1.1659 17.7890 7.4243 12.2469 16.6231 4.8226 80.1665
153 1.5300 1.1665 17.7890 7.4256 12.2465 16.6225 4.8209 80.1363
154 1.5400 1.1670 17.7890 7.4269 12.2461 16.6220 4.8193 80.1059
155 1.5500 1.1676 17.7890 7.4281 12.2457 16.6214 4.8176 80.0752
156 1.5600 1.1681 17.7890 7.4294 12.2453 16.6208 4.8159 80.0444
157 1.5700 1.1687 17.7889 7.4307 12.2449 16.6203 4.8142 80.0133
158 1.5800 1.1693 17.7889 7.4320 12.2445 16.6197 4.8125 79.9821
159 1.5900 1.1698 17.7889 7.4334 12.2441 16.6191 4.8108 79.9507
160 1.6000 1.1704 17.7889 7.4347 12.2437 16.6185 4.8090 79.9190
161 1.6100 1.1710 17.7889 7.4360 12.2433 16.6179 4.8073 79.8872
162 1.6200 1.1715 17.7889 7.4374 12.2429 16.6173 4.8055 79.8551
163 1.6300 1.1721 17.7888 7.4387 12.2425 16.6167 4.8038 79.8229
164 1.6400 1.1727 17.7888 7.4401 12.2421 16.6161 4.8020 79.7904
165 1.6500 1.1733 17.7888 7.4414 12.2417 16.6155 4.8002 79.7578
166 1.6600 1.1739 17.7888 7.4428 12.2412 16.6149 4.7984 79.7249
167 1.6700 1.1745 17.7888 7.4442 12.2408 16.6143 4.7966 79.6918
168 1.6800 1.1751 17.7888 7.4456 12.2404 16.6137 4.7948 79.6586
169 1.6900 1.1757 17.7887 7.4470 12.2399 16.6130 4.7929 79.6251
170 1.7000 1.1763 17.7887 7.4484 12.2395 16.6124 4.7911 79.5914
171 1.7100 1.1769 17.7887 7.4499 12.2391 16.6118 4.7892 79.5576
172 1.7200 1.1775 17.7887 7.4513 12.2386 16.6112 4.7874 79.5235
173 1.7300 1.1782 17.7887 7.4527 12.2382 16.6105 4.7855 79.4892
174 1.7400 1.1788 17.7887 7.4542 12.2378 16.6099 4.7836 79.4547
175 1.7500 1.1794 17.7886 7.4556 12.2373 16.6092 4.7817 79.4200
176 1.7600 1.1800 17.7886 7.4571 12.2369 16.6086 4.7798 79.3851
177 1.7700 1.1807 17.7886 7.4586 12.2364 16.6079 4.7778 79.3500
178 1.7800 1.1813 17.7886 7.4601 12.2360 16.6073 4.7759 79.3147
179 1.7900 1.1819 17.7886 7.4616 12.2355 16.6066 4.7740 79.2792
180 1.8000 1.1826 17.7886 7.4631 12.2350 16.6060 4.7720 79.2435
181 1.8100 1.1832 17.7885 7.4646 12.2346 16.6053 4.7700 79.2076
182 1.8200 1.1839 17.7885 7.4661 12.2341 16.6046 4.7680 79.1715
183 1.8300 1.1845 17.7885 7.4676 12.2337 16.6040 4.7660 79.1351
184 1.8400 1.1852 17.7885 7.4692 12.2332 16.6033 4.7640 79.0986
185 1.8500 1.1859 17.7885 7.4707 12.2327 16.6026 4.7620 79.0618
186 1.8600 1.1865 17.7884 7.4723 12.2322 16.6019 4.7600 79.0249
187 1.8700 1.1872 17.7884 7.4738 12.2318 16.6012 4.7579 78.9877
188 1.8800 1.1879 17.7884 7.4754 12.2313 16.6005 4.7559 78.9503
189 1.8900 1.1885 17.7884 7.4770 12.2308 16.5998 4.7538 78.9128
190 1.9000 1.1892 17.7884 7.4786 12.2303 16.5991 4.7517 78.8750
191 1.9100 1.1899 17.7883 7.4802 12.2298 16.5984 4.7497 78.8370
192 1.9200 1.1906 17.7883 7.4818 12.2294 16.5977 4.7476 78.7988
193 1.9300 1.1913 17.7883 7.4834 12.2289 16.5970 4.7455 78.7603
194 1.9400 1.1920 17.7883 7.4850 12.2284 16.5963 4.7433 78.7217
195 1.9500 1.1927 17.7883 7.4867 12.2279 16.5956 4.7412 78.6829
196 1.9600 1.1934 17.7883 7.4883 12.2274 16.5949 4.7390 78.6438
197 1.9700 1.1941 17.7882 7.4900 12.2269 16.5941 4.7369 78.6046
198 1.9800 1.1948 17.7882 7.4917 12.2264 16.5934 4.7347 78.5651
199 1.9900 1.1955 17.7882 7.4933 12.2259 16.5927 4.7325 78.5254
200 2.0000 1.1962 17.7882 7.4950 12.2254 16.5919 4.7303 78.4855
201 2.0100 1.1969 17.7882 7.4967 12.2248 16.5912 4.7281 78.4454
202 2.0200 1.1977 17.7881 7.4984 12.2243 16.5905 4.7259 78.4051
203 2.0300 1.1984 17.7881 7.5001 12.2238 16.5897 4.7237 78.3646
204 2.0400 1.1991 17.7881 7.5018 12.2233 16.5890 4.7214 78.3238
205 2.0500 1.1999 17.7881 7.5036 12.2228 16.5882 4.7192 78.2829
206 2.0600 1.2006 17.7881 7.5053 12.2222 16.5874 4.7169 78.2417
207 2.0700 1.2014 17.7880 7.5071 12.2217 16.5867 4.7146 78.2003
208 2.0800 1.2021 17.7880 7.5088 12.2212 16.5859 4.7124 78.1587
209 2.0900 1.2028 17.7880 7.5106 12.2207 16.5851 4.7101 78.1169
210 2.1000 1.2036 17.7880 7.5124 12.2201 16.5844 4.7077 78.0749
211 2.1100 1.2044 17.7879 7.5142 12.2196 16.5836 4.7054 78.0326
212 2.1200 1.2051 17.7879 7.5160 12.2190 16.5828 4.7031 77.9902
213 2.1300 1.2059 17.7879 7.5178 12.2185 16.5820 4.7007 77.9475
214 2.1400 1.2067 17.7879 7.5196 12.2180 16.5812 4.6984 77.9046
215 2.1500 1.2074 17.7879 7.5214 12.2174 16.5804 4.6960 77.8615
216 2.1600 1.2082 17.7878 7.5233 12.2169 16.5796 4.6936 77.8182
217 2.1700 1.2090 17.7878 7.5251 12.2163 16.5788 4.6912 77.7746
218 2.1800 1.2098 17.7878 7.5270 12.2158 16.5780 4.6888 77.7309
219 2.1900 1.2106 17.7878 7.5288 12.2152 16.5772 4.6864 77.6869
220 2.2000 1.2113 17.7878 7.5307 12.2146 16.5764 4.6839 77.6427
221 2.2100 1.2121 17.7877 7.5326 12.2141 16.5756 4.6815 77.5982
222 2.2200 1.2129 17.7877 7.5345 12.2135 16.5748 4.6790 77.5536
223 2.2300 1.2137 17.7877 7.5364 12.2129 16.5739 4.6765 77.5087
224 2.2400 1.2146 17.7877 7.5383 12.2124 16.5731 4.6741 77.4636
225 2.2500 1.2154 17.7876 7.5402 12.2118 16.5723 4.6716 77.4183
226 2.2600 1.2162 17.7876 7.5422 12.2112 16.5714 4.6690 77.3728
227 2.2700 1.2170 17.7876 7.5441 12.2106 16.5706 4.6665 77.3270
228 2.2800 1.2178 17.7876 7.5461 12.2101 16.5698 4.6640 77.2811
229 2.2900 1.2186 17.7876 7.5480 12.2095 16.5689 4.6614 77.2349
230 2.3000 1.2195 17.7875 7.5500 12.2089 16.5681 4.6589 77.1884
231 2.3100 1.2203 17.7875 7.5520 12.2083 16.5672 4.6563 77.1418
232 2.3200 1.2211 17.7875 7.5540 12.2077 16.5663 4.6537 77.0949
233 2.3300 1.2220 17.7875 7.5560 12.2071 16.5655 4.6511 77.0478
234 2.3400 1.2228 17.7874 7.5580 12.2065 16.5646 4.6485 77.0005
235 2.3500 1.2237 17.7874 7.5600 12.2059 16.5637 4.6459 76.9529
236 2.3600 1.2245 17.7874 7.5621 12.2053 16.5629 4.6432 76.9051
237 2.3700 1.2254 17.7874 7.5641 12.2047 16.5620 4.6406 76.8571
238 2.3800 1.2262 17.7874 7.5662 12.2041 16.5611 4.6379 76.8089
239 2.3900 1.2271 17.7873 7.5683 12.2035 16.5602 4.6352 76.7604
240 2.4000 1.2280 17.7873 7.5703 12.2029 16.5593 4.6325 76.7117
241 2.4100 1.2289 17.7873 7.5724 12.2023 16.5584 4.6298 76.6628
242 2.4200 1.2297 17.7873 7.5745 12.2016 16.5575 4.6271 76.6136
243 2.4300 1.2306 17.7872 7.5766 12.2010 16.5566 4.6244 76.5643
244 2.4400 1.2315 17.7872 7.5788 12.2004 16.5557 4.6216 76.5146
245 2.4500 1.2324 17.7872 7.5809 12.1998 16.5548 4.6189 76.4648
246 2.4600 1.2333 17.7872 7.5830 12.1991 16.5539 4.6161 76.4147
247 2.4700 1.2342 17.7871 7.5852 12.1985 16.5530 4.6133 76.3644
248 2.4800 1.2351 17.7871 7.5873 12.1979 16.5521 4.6105 76.3138
249 2.4900 1.2360 17.7871 7.5895 12.1972 16.5511 4.6077 76.2630
250 2.5000 1.2369 17.7871 7.5917 12.1966 16.5502 4.6049 76.2120
251 2.5100 1.2378 17.7870 7.5939 12.1960 16.5493 4.6021 76.1607
252 2.5200 1.2387 17.7870 7.5961 12.1953 16.5483 4.5992 76.1092
253 2.5300 1.2396 17.7870 7.5983 12.1947 16.5474 4.5963 76.0575
254 2.5400 1.2405 17.7870 7.6005 12.1940 16.5464 4.5935 76.0055
255 2.5500 1.2415 17.7869 7.6028 12.1934 16.5455 4.5906 75.9533
256 2.5600 1.2424 17.7869 7.6050 12.1927 16.5445 4.5877 75.9008
257 2.5700 1.2433 17.7869 7.6073 12.1920 16.5436 4.5848 75.8481
258 2.5800 1.2443 17.7869 7.6096 12.1914 16.5426 4.5818 75.7952
259 2.5900 1.2452 17.7868 7.6118 12.1907 16.5416 4.5789 75.7420
260 2.6000 1.2462 17.7868 7.6141 12.1901 16.5407 4.5759 75.6886
261 2.6100 1.2471 17.7868 7.6164 12.1894 16.5397 4.5729 75.6349
262 2.6200 1.2481 17.7868 7.6188 12.1887 16.5387 4.5699 75.5810
263 2.6300 1.2490 17.7867 7.6211 12.1880 16.5377 4.5669 75.5269
264 2.6400 1.2500 17.7867 7.6234 12.1874 16.5367 4.5639 75.4725
265 2.6500 1.2510 17.7867 7.6258 12.1867 16.5357 4.5609 75.4178
266 2.6600 1.2519 17.7867 7.6281 12.1860 16.5347 4.5579 75.3630
267 2.6700 1.2529 17.7866 7.6305 12.1853 16.5337 4.5548 75.3078
268 2.6800 1.2539 17.7866 7.6329 12.1846 16.5327 4.5517 75.2524
269 2.6900 1.2549 17.7866 7.6353 12.1839 16.5317 4.5486 75.1968
270 2.7000 1.2559 17.7866 7.6377 12.1832 16.5307 4.5455 75.1409
271 2.7100 1.2568 17.7865 7.6401 12.1825 16.5297 4.5424 75.0848
272 2.7200 1.2578 17.7865 7.6426 12.1818 16.5287 4.5393 75.0284
273 2.7300 1.2588 17.7865 7.6450 12.1811 16.5276 4.5361 74.9717
274 2.7400 1.2598 17.7865 7.6475 12.1804 16.5266 4.5330 74.9148
275 2.7500 1.2609 17.7864 7.6499 12.1797 16.5256 4.5298 74.8577
276 2.7600 1.2619 17.7864 7.6524 12.1790 16.5245 4.5266 74.8003
277 2.7700 1.2629 17.7864 7.6549 12.1783 16.5235 4.5234 74.7426
278 2.7800 1.2639 17.7864 7.6574 12.1776 16.5225 4.5202 74.6847
279 2.7900 1.2649 17.7863 7.6599 12.1769 16.5214 4.5170 74.6265
280 2.8000 1.2660 17.7863 7.6624 12.1761 16.5204 4.5137 74.5681
281 2.8100 1.2670 17.7863 7.6650 12.1754 16.5193 4.5104 74.5094
282 2.8200 1.2680 17.7863 7.6675 12.1747 16.5182 4.5072 74.4504
283 2.8300 1.2691 17.7862 7.6701 12.1740 16.5172 4.5039 74.3912
284 2.8400 1.2701 17.7862 7.6727 12.1732 16.5161 4.5006 74.3317
285 2.8500 1.2712 17.7862 7.6753 12.1725 16.5150 4.4972 74.2719
286 2.8600 1.2722 17.7861 7.6779 12.1718 16.5139 4.4939 74.2119
287 2.8700 1.2733 17.7861 7.6805 12.1710 16.5128 4.4905 74.1516
288 2.8800 1.2743 17.7861 7.6831 12.1703 16.5118 4.4872 74.0911
289 2.8900 1.2754 17.7861 7.6857 12.1695 16.5107 4.4838 74.0303
290 2.9000 1.2765 17.7860 7.6884 12.1688 16.5096 4.4804 73.9692
291 2.9100 1.2775 17.7860 7.6911 12.1680 16.5085 4.4770 73.9078
292 2.9200 1.2786 17.7860 7.6937 12.1673 16.5074 4.4735 73.8462
293 2.9300 1.2797 17.7860 7.6964 12.1665 16.5062 4.4701 73.7843
294 2.9400 1.2808 17.7859 7.6991 12.1657 16.5051 4.4666 73.7221
295 2.9500 1.2819 17.7859 7.7018 12.1650 16.5040 4.4631 73.6597
296 2.9600 1.2830 17.7859 7.7046 12.1642 16.5029 4.4596 73.5970
297 2.9700 1.2841 17.7858 7.7073 12.1634 16.5018 4.4561 73.5340
298 2.9800 1.2852 17.7858 7.7101 12.1627 16.5006 4.4526 73.4707
299 2.9900 1.2863 17.7858 7.7128 12.1619 16.4995 4.4491 73.4071
300 3.0000 1.2874 17.7858 7.7156 12.1611 16.4983 4.4455 73.3433
301 3.0100 1.2885 17.7857 7.7184 12.1603 16.4972 4.4419 73.2792
302 3.0200 1.2897 17.7857 7.7212 12.1596 16.4960 4.4383 73.2147
303 3.0300 1.2908 17.7857 7.7241 12.1588 16.4949 4.4347 73.1501
304 3.0400 1.2919 17.7856 7.7269 12.1580 16.4937 4.4311 73.0851
305 3.0500 1.2931 17.7856 7.7297 12.1572 16.4926 4.4274 73.0198
306 3.0600 1.2942 17.7856 7.7326 12.1564 16.4914 4.4238 72.9543
307 3.0700 1.2953 17.7856 7.7355 12.1556 16.4902 4.4201 72.8884
308 3.0800 1.2965 17.7855 7.7384 12.1548 16.4890 4.4164 72.8223
309 3.0900 1.2976 17.7855 7.7413 12.1540 16.4879 4.4127 72.7559
310 3.1000 1.2988 17.7855 7.7442 12.1532 16.4867 4.4090 72.6892
311 3.1100 1.3000 17.7854 7.7472 12.1524 16.4855 4.4052 72.6221
312 3.1200 1.3011 17.7854 7.7501 12.1516 16.4843 4.4015 72.5548
313 3.1300 1.3023 17.7854 7.7531 12.1507 16.4831 4.3977 72.4872
314 3.1400 1.3035 17.7854 7.7560 12.1499 16.4819 4.3939 72.4193
315 3.1500 1.3047 17.7853 7.7590 12.1491 16.4807 4.3901 72.3511
316 3.1600 1.3058 17.7853 7.7621 12.1483 16.4794 4.3862 72.2826
317 3.1700 1.3070 17.7853 7.7651 12.1475 16.4782 4.3824 72.2138
318 3.1800 1.3082 17.7852 7.7681 12.1466 16.4770 4.3785 72.1447
319 3.1900 1.3094 17.7852 7.7712 12.1458 16.4758 4.3746 72.0752
320 3.2000 1.3106 17.7852 7.7742 12.1450 16.4745 4.3707 72.0055
321 3.2100 1.3118 17.7851 7.7773 12.1441 16.4733 4.3668 71.9355
322 3.2200 1.3131 17.7851 7.7804 12.1433 16.4721 4.3628 71.8651
323 3.2300 1.3143 17.7851 7.7835 12.1424 16.4708 4.3589 71.7944
324 3.2400 1.3155 17.7851 7.7867 12.1416 16.4696 4.3549 71.7234
325 3.2500 1.3167 17.7850 7.7898 12.1407 16.4683 4.3509 71.6521
326 3.2600 1.3180 17.7850 7.7930 12.1399 16.4670 4.3469 71.5805
327 3.2700 1.3192 17.7850 7.7961 12.1390 16.4658 4.3429 71.5086
328 3.2800 1.3204 17.7849 7.7993 12.1381 16.4645 4.3388 71.4363
329 3.2900 1.3217 17.7849 7.8026 12.1373 16.4632 4.3347 71.3637
330 3.3000 1.3229 17.7849 7.8058 12.1364 16.4619 4.3306 71.2908
331 3.3100 1.3242 17.7848 7.8090 12.1355 16.4607 4.3265 71.2175
332 3.3200 1.3254 17.7848 7.8123 12.1347 16.4594 4.3224 71.1440
