step time minX maxX minY maxY width height area
56 0.5600 1.1316 19.0697 1.9762 15.6789 17.9381 13.7027 245.7995
57 0.5700 1.1319 19.0696 1.9764 15.6784 17.9377 13.7020 245.7822
58 0.5800 1.1322 19.0696 1.9766 15.6779 17.9374 13.7012 245.7646
59 0.5900 1.1324 19.0695 1.9769 15.6773 17.9371 13.7005 245.7467
60 0.6000 1.1327 19.0695 1.9771 15.6768 17.9368 13.6997 245.7285
61 0.6100 1.1330 19.0694 1.9773 15.6762 17.9364 13.6990 245.7100
62 0.6200 1.1333 19.0694 1.9775 15.6757 17.9361 13.6982 245.6912
63 0.6300 1.1336 19.0693 1.9777 15.6751 17.9357 13.6974 245.6721
64 0.6400 1.1339 19.0692 1.9779 15.6745 17.9353 13.6966 245.6527
65 0.6500 1.1342 19.0692 1.9782 15.6739 17.9350 13.6957 245.6330
66 0.6600 1.1345 19.0691 1.9784 15.6733 17.9346 13.6949 245.6130
67 0.6700 1.1348 19.0691 1.9786 15.6727 17.9342 13.6941 245.5927
68 0.6800 1.1351 19.0690 1.9789 15.6721 17.9339 13.6932 245.5721
69 0.6900 1.1355 19.0689 1.9791 15.6715 17.9335 13.6923 245.5513
70 0.7000 1.1358 19.0689 1.9794 15.6708 17.9331 13.6915 245.5301
71 0.7100 1.1361 19.0688 1.9796 15.6702 17.9327 13.6906 245.5086
72 0.7200 1.1365 19.0687 1.9799 15.6695 17.9323 13.6897 245.4868
73 0.7300 1.1368 19.0687 1.9801 15.6689 17.9319 13.6887 245.4648
74 0.7400 1.1371 19.0686 1.9804 15.6682 17.9315 13.6878 245.4424
75 0.7500 1.1375 19.0685 1.9807 15.6675 17.9310 13.6869 245.4198
76 0.7600 1.1379 19.0685 1.9809 15.6668 17.9306 13.6859 245.3968
77 0.7700 1.1382 19.0684 1.9812 15.6661 17.9302 13.6849 245.3736
78 0.7800 1.1386 19.0683 1.9815 15.6654 17.9297 13.6840 245.3500
79 0.7900 1.1389 19.0683 1.9817 15.6647 17.9293 13.6830 245.3262
80 0.8000 1.1393 19.0682 1.9820 15.6640 17.9289 13.6820 245.3021
81 0.8100 1.1397 19.0681 1.9823 15.6633 17.9284 13.6810 245.2777
82 0.8200 1.1401 19.0680 1.9826 15.6625 17.9280 13.6799 245.2530
83 0.8300 1.1405 19.0680 1.9829 15.6618 17.9275 13.6789 245.2280
84 0.8400 1.1409 19.0679 1.9832 15.6610 17.9270 13.6778 245.2027
85 0.8500 1.1413 19.0678 1.9835 15.6602 17.9265 13.6768 245.1771
86 0.8600 1.1417 19.0677 1.9838 15.6595 17.9261 13.6757 245.1512
87 0.8700 1.1421 19.0677 1.9841 15.6587 17.9256 13.6746 245.1250
88 0.8800 1.1425 19.0676 1.9844 15.6579 17.9251 13.6735 245.0986
89 0.8900 1.1429 19.0675 1.9847 15.6571 17.9246 13.6724 245.0718
90 0.9000 1.1433 19.0674 1.9850 15.6562 17.9241 13.6713 245.0448
91 0.9100 1.1437 19.0673 1.9853 15.6554 17.9236 13.6701 245.0174
92 0.9200 1.1442 19.0672 1.9856 15.6546 17.9231 13.6690 244.9898
93 0.9300 1.1446 19.0672 1.9860 15.6537 17.9226 13.6678 244.9619
94 0.9400 1.1450 19.0671 1.9863 15.6529 17.9220 13.6666 244.9337
95 0.9500 1.1455 19.0670 1.9866 15.6520 17.9215 13.6654 244.9052
96 0.9600 1.1459 19.0669 1.9869 15.6512 17.9210 13.6642 244.8764
97 0.9700 1.1464 19.0668 1.9873 15.6503 17.9204 13.6630 244.8473
98 0.9800 1.1468 19.0667 1.9876 15.6494 17.9199 13.6618 244.8179
99 0.9900 1.1473 19.0666 1.9879 15.6485 17.9193 13.6606 244.7883
100 1.0000 1.1478 19.0666 1.9883 15.6476 17.9188 13.6593 244.7583
101 1.0100 1.1482 19.0665 1.9886 15.6467 17.9182 13.6581 244.7281
102 1.0200 1.1487 19.0664 1.9890 15.6458 17.9177 13.6568 244.6976
103 1.0300 1.1492 19.0663 1.9893 15.6448 17.9171 13.6555 244.6668
104 1.0400 1.1497 19.0662 1.9897 15.6439 17.9165 13.6542 244.6357
105 1.0500 1.1502 19.0661 1.9901 15.6430 17.9159 13.6529 244.6043
106 1.0600 1.1507 19.0660 1.9904 15.6420 17.9153 13.6516 244.5726
107 1.0700 1.1512 19.0659 1.9908 15.6410 17.9147 13.6503 244.5406
108 1.0800 1.1517 19.0658 1.9912 15.6401 17.9141 13.6489 244.5084
109 1.0900 1.1522 19.0657 1.9915 15.6391 17.9135 13.6476 244.4758
110 1.1000 1.1527 19.0656 1.9919 15.6381 17.9129 13.6462 244.4430
111 1.1100 1.1532 19.0655 1.9923 15.6371 17.9123 13.6448 244.4099
112 1.1200 1.1537 19.0654 1.9927 15.6361 17.9117 13.6434 244.3765
113 1.1300 1.1543 19.0653 1.9930 15.6350 17.9111 13.6420 244.3428
114 1.1400 1.1548 19.0652 1.9934 15.6340 17.9104 13.6406 244.3088
115 1.1500 1.1553 19.0651 1.9938 15.6330 17.9098 13.6392 244.2746
116 1.1600 1.1559 19.0650 1.9942 15.6319 17.9091 13.6377 244.2400
117 1.1700 1.1564 19.0649 1.9946 15.6309 17.9085 13.6363 244.2052
118 1.1800 1.1570 19.0648 1.9950 15.6298 17.9078 13.6348 244.1701
119 1.1900 1.1575 19.0647 1.9954 15.6287 17.9072 13.6333 244.1347
120 1.2000 1.1581 19.0646 1.9958 15.6277 17.9065 13.6318 244.0990
121 1.2100 1.1586 19.0645 1.9962 15.6266 17.9059 13.6303 244.0630
122 1.2200 1.1592 19.0644 1.9966 15.6255 17.9052 13.6288 244.0267
123 1.2300 1.1598 19.0643 1.9970 15.6244 17.9045 13.6273 243.9902
124 1.2400 1.1604 19.0642 1.9975 15.6232 17.9038 13.6258 243.9534
125 1.2500 1.1609 19.0641 1.9979 15.6221 17.9031 13.6242 243.9163
126 1.2600 1.1615 19.0639 1.9983 15.6210 17.9024 13.6227 243.8789
127 1.2700 1.1621 19.0638 1.9987 15.6198 17.9017 13.6211 243.8412
128 1.2800 1.1627 19.0637 1.9992 15.6187 17.9010 13.6195 243.8032
129 1.2900 1.1633 19.0636 1.9996 15.6175 17.9003 13.6179 243.7650
130 1.3000 1.1639 19.0635 2.0000 15.6164 17.8996 13.6163 243.7265
131 1.3100 1.1645 19.0634 2.0005 15.6152 17.8989 13.6147 243.6876
132 1.3200 1.1651 19.0633 2.0009 15.6140 17.8981 13.6131 243.6486
133 1.3300 1.1658 19.0632 2.0013 15.6128 17.8974 13.6114 243.6092
134 1.3400 1.1664 19.0630 2.0018 15.6116 17.8966 13.6098 243.5695
135 1.3500 1.1670 19.0629 2.0022 15.6104 17.8959 13.6081 243.5296
136 1.3600 1.1677 19.0628 2.0027 15.6091 17.8952 13.6064 243.4894
137 1.3700 1.1683 19.0627 2.0031 15.6079 17.8944 13.6048 243.4489
138 1.3800 1.1689 19.0626 2.0036 15.6067 17.8936 13.6031 243.4081
139 1.3900 1.1696 19.0625 2.0041 15.6054 17.8929 13.6013 243.3671
140 1.4000 1.1702 19.0623 2.0045 15.6042 17.8921 13.5996 243.3257
141 1.4100 1.1709 19.0622 2.0050 15.6029 17.8913 13.5979 243.2841
142 1.4200 1.1716 19.0621 2.0055 15.6016 17.8905 13.5961 243.2422
143 1.4300 1.1722 19.0620 2.0059 15.6003 17.8897 13.5944 243.2000
144 1.4400 1.1729 19.0618 2.0064 15.5990 17.8889 13.5926 243.1576
145 1.4500 1.1736 19.0617 2.0069 15.5977 17.8881 13.5908 243.1148
146 1.4600 1.1742 19.0616 2.0074 15.5964 17.8873 13.5890 243.0718
147 1.4700 1.1749 19.0615 2.0078 15.5951 17.8865 13.5872 243.0285
148 1.4800 1.1756 19.0613 2.0083 15.5938 17.8857 13.5854 242.9850
149 1.4900 1.1763 19.0612 2.0088 15.5924 17.8849 13.5836 242.9411
150 1.5000 1.1770 19.0611 2.0093 15.5911 17.8841 13.5818 242.8970
151 1.5100 1.1777 19.0610 2.0098 15.5897 17.8832 13.5799 242.8526
152 1.5200 1.1784 19.0608 2.0103 15.5883 17.8824 13.5780 242.8079
153 1.5300 1.1791 19.0607 2.0108 15.5870 17.8816 13.5762 242.7630
154 1.5400 1.1799 19.0606 2.0113 15.5856 17.8807 13.5743 242.7178
155 1.5500 1.1806 19.0604 2.0118 15.5842 17.8799 13.5724 242.6723
156 1.5600 1.1813 19.0603 2.0123 15.5828 17.8790 13.5705 242.6265
157 1.5700 1.1820 19.0602 2.0128 15.5814 17.8781 13.5686 242.5804
158 1.5800 1.1828 19.0600 2.0133 15.5800 17.8773 13.5666 242.5341
159 1.5900 1.1835 19.0599 2.0139 15.5785 17.8764 13.5647 242.4875
160 1.6000 1.1843 19.0598 2.0144 15.5771 17.8755 13.5627 242.4406
161 1.6100 1.1850 19.0596 2.0149 15.5757 17.8746 13.5608 242.3935
162 1.6200 1.1858 19.0595 2.0154 15.5742 17.8737 13.5588 242.3461
163 1.6300 1.1865 19.0594 2.0159 15.5727 17.8728 13.5568 242.2984
164 1.6400 1.1873 19.0592 2.0165 15.5713 17.8719 13.5548 242.2504
165 1.6500 1.1881 19.0591 2.0170 15.5698 17.8710 13.5528 242.2022
166 1.6600 1.1888 19.0589 2.0175 15.5683 17.8701 13.5508 242.1537
167 1.6700 1.1896 19.0588 2.0181 15.5668 17.8692 13.5487 242.1049
168 1.6800 1.1904 19.0587 2.0186 15.5653 17.8683 13.5467 242.0558
169 1.6900 1.1912 19.0585 2.0191 15.5638 17.8673 13.5446 242.0065
170 1.7000 1.1920 19.0584 2.0197 15.5623 17.8664 13.5426 241.9569
171 1.7100 1.1928 19.0582 2.0202 15.5607 17.8655 13.5405 241.9071
172 1.7200 1.1936 19.0581 2.0208 15.5592 17.8645 13.5384 241.8569
173 1.7300 1.1944 19.0579 2.0213 15.5576 17.8636 13.5363 241.8065
174 1.7400 1.1952 19.0578 2.0219 15.5561 17.8626 13.5342 241.7559
175 1.7500 1.1960 19.0577 2.0224 15.5545 17.8617 13.5321 241.7049
176 1.7600 1.1968 19.0575 2.0230 15.5529 17.8607 13.5299 241.6537
177 1.7700 1.1976 19.0574 2.0236 15.5513 17.8597 13.5278 241.6022
178 1.7800 1.1985 19.0572 2.0241 15.5497 17.8587 13.5256 241.5505
179 1.7900 1.1993 19.0571 2.0247 15.5481 17.8578 13.5234 241.4985
180 1.8000 1.2001 19.0569 2.0253 15.5465 17.8568 13.5213 241.4462
181 1.8100 1.2010 19.0568 2.0258 15.5449 17.8558 13.5191 241.3937
182 1.8200 1.2018 19.0566 2.0264 15.5433 17.8548 13.5169 241.3409
183 1.8300 1.2027 19.0565 2.0270 15.5417 17.8538 13.5147 241.2878
184 1.8400 1.2035 19.0563 2.0276 15.5400 17.8528 13.5124 241.2344
185 1.8500 1.2044 19.0562 2.0282 15.5384 17.8518 13.5102 241.1808
186 1.8600 1.2053 19.0560 2.0287 15.5367 17.8507 13.5080 241.1270
187 1.8700 1.2061 19.0559 2.0293 15.5350 17.8497 13.5057 241.0728
188 1.8800 1.2070 19.0557 2.0299 15.5333 17.8487 13.5034 241.0184
189 1.8900 1.2079 19.0555 2.0305 15.5317 17.8477 13.5011 240.9637
190 1.9000 1.2088 19.0554 2.0311 15.5300 17.8466 13.4989 240.9088
191 1.9100 1.2097 19.0552 2.0317 15.5283 17.8456 13.4966 240.8536
192 1.9200 1.2106 19.0551 2.0323 15.5265 17.8445 13.4942 240.7981
193 1.9300 1.2115 19.0549 2.0329 15.5248 17.8435 13.4919 240.7424
194 1.9400 1.2124 19.0548 2.0335 15.5231 17.8424 13.4896 240.6864
195 1.9500 1.2133 19.0546 2.0341 15.5214 17.8413 13.4872 240.6302
196 1.9600 1.2142 19.0544 2.0347 15.5196 17.8403 13.4849 240.5737
197 1.9700 1.2151 19.0543 2.0353 15.5178 17.8392 13.4825 240.5169
198 1.9800 1.2160 19.0541 2.0360 15.5161 17.8381 13.4801 240.4598
199 1.9900 1.2170 19.0540 2.0366 15.5143 17.8370 13.4777 240.4025
200 2.0000 1.2179 19.0538 2.0372 15.5125 17.8359 13.4753 240.3449
201 2.0100 1.2188 19.0536 2.0378 15.5107 17.8348 13.4729 240.2871
202 2.0200 1.2198 19.0535 2.0384 15.5089 17.8337 13.4705 240.2290
203 2.0300 1.2207 19.0533 2.0391 15.5071 17.8326 13.4681 240.1707
204 2.0400 1.2217 19.0531 2.0397 15.5053 17.8315 13.4656 240.1120
205 2.0500 1.2226 19.0530 2.0403 15.5035 17.8303 13.4632 240.0531
206 2.0600 1.2236 19.0528 2.0410 15.5017 17.8292 13.4607 239.9940
207 2.0700 1.2246 19.0526 2.0416 15.4998 17.8281 13.4582 239.9346
208 2.0800 1.2255 19.0525 2.0422 15.4980 17.8270 13.4557 239.8749
209 2.0900 1.2265 19.0523 2.0429 15.4961 17.8258 13.4532 239.8150
210 2.1000 1.2275 19.0521 2.0435 15.4943 17.8247 13.4507 239.7548
211 2.1100 1.2285 19.0520 2.0442 15.4924 17.8235 13.4482 239.6943
212 2.1200 1.2295 19.0518 2.0448 15.4905 17.8223 13.4457 239.6335
213 2.1300 1.2304 19.0516 2.0455 15.4886 17.8212 13.4431 239.5725
214 2.1400 1.2314 19.0515 2.0461 15.4867 17.8200 13.4406 239.5113
215 2.1500 1.2325 19.0513 2.0468 15.4848 17.8188 13.4380 239.4497
216 2.1600 1.2335 19.0511 2.0475 15.4829 17.8176 13.4354 239.3879
217 2.1700 1.2345 19.0509 2.0481 15.4810 17.8165 13.4329 239.3258
218 2.1800 1.2355 19.0508 2.0488 15.4790 17.8153 13.4303 239.2635
219 2.1900 1.2365 19.0506 2.0495 15.4771 17.8141 13.4276 239.2009
220 2.2000 1.2375 19.0504 2.0501 15.4752 17.8129 13.4250 239.1380
221 2.2100 1.2386 19.0502 2.0508 15.4732 17.8117 13.4224 239.0748
222 2.2200 1.2396 19.0501 2.0515 15.4712 17.8104 13.4197 239.0113
223 2.2300 1.2407 19.0499 2.0522 15.4692 17.8092 13.4171 238.9476
224 2.2400 1.2417 19.0497 2.0529 15.4673 17.8080 13.4144 238.8836
225 2.2500 1.2428 19.0495 2.0535 15.4653 17.8068 13.4117 238.8193
226 2.2600 1.2438 19.0493 2.0542 15.4633 17.8055 13.4090 238.7547
227 2.2700 1.2449 19.0492 2.0549 15.4612 17.8043 13.4063 238.6898
228 2.2800 1.2460 19.0490 2.0556 15.4592 17.8030 13.4036 238.6246
229 2.2900 1.2470 19.0488 2.0563 15.4572 17.8018 13.4009 238.5592
230 2.3000 1.2481 19.0486 2.0570 15.4551 17.8005 13.3981 238.4934
231 2.3100 1.2492 19.0484 2.0577 15.4531 17.7992 13.3954 238.4274
232 2.3200 1.2503 19.0483 2.0584 15.4510 17.7980 13.3926 238.3610
233 2.3300 1.2514 19.0481 2.0591 15.4489 17.7967 13.3898 238.2944
234 2.3400 1.2525 19.0479 2.0598 15.4468 17.7954 13.3870 238.2274
235 2.3500 1.2536 19.0477 2.0605 15.4447 17.7941 13.3842 238.1602
236 2.3600 1.2547 19.0475 2.0613 15.4426 17.7928 13.3814 238.0926
237 2.3700 1.2558 19.0473 2.0620 15.4405 17.7915 13.3785 238.0248
238 2.3800 1.2569 19.0471 2.0627 15.4384 17.7902 13.3757 237.9566
239 2.3900 1.2580 19.0470 2.0634 15.4362 17.7889 13.3728 237.8881
240 2.4000 1.2592 19.0468 2.0641 15.4341 17.7876 13.3699 237.8193
241 2.4100 1.2603 19.0466 2.0649 15.4319 17.7863 13.3671 237.7502
242 2.4200 1.2614 19.0464 2.0656 15.4298 17.7850 13.3642 237.6808
243 2.4300 1.2626 19.0462 2.0663 15.4276 17.7836 13.3612 237.6110
244 2.4400 1.2637 19.0460 2.0671 15.4254 17.7823 13.3583 237.5409
245 2.4500 1.2649 19.0458 2.0678 15.4232 17.7809 13.3553 237.4705
246 2.4600 1.2660 19.0456 2.0686 15.4209 17.7796 13.3524 237.3998
247 2.4700 1.2672 19.0454 2.0693 15.4187 17.7782 13.3494 237.3287
248 2.4800 1.2684 19.0452 2.0700 15.4165 17.7769 13.3464 237.2573
249 2.4900 1.2695 19.0450 2.0708 15.4142 17.7755 13.3434 237.1856
250 2.5000 1.2707 19.0448 2.0715 15.4119 17.7741 13.3404 237.1135
251 2.5100 1.2719 19.0447 2.0723 15.4096 17.7727 13.3373 237.0411
252 2.5200 1.2731 19.0445 2.0731 15.4074 17.7714 13.3343 236.9683
253 2.5300 1.2743 19.0443 2.0738 15.4050 17.7700 13.3312 236.8952
254 2.5400 1.2755 19.0441 2.0746 15.4027 17.7686 13.3281 236.8218
255 2.5500 1.2767 19.0439 2.0754 15.4004 17.7672 13.3250 236.7480
256 2.5600 1.2779 19.0437 2.0761 15.3980 17.7658 13.3219 236.6738
257 2.5700 1.2791 19.0435 2.0769 15.3957 17.7643 13.3188 236.5993
258 2.5800 1.2804 19.0433 2.0777 15.3933 17.7629 13.3156 236.5244
259 2.5900 1.2816 19.0431 2.0784 15.3909 17.7615 13.3125 236.4492
260 2.6000 1.2828 19.0429 2.0792 15.3885 17.7601 13.3093 236.3736
261 2.6100 1.2840 19.0427 2.0800 15.3861 17.7586 13.3061 236.2977
262 2.6200 1.2853 19.0425 2.0808 15.3837 17.7572 13.3029 236.2213
263 2.6300 1.2865 19.0423 2.0816 15.3812 17.7557 13.2996 236.1446
264 2.6400 1.2878 19.0421 2.0824 15.3788 17.7543 13.2964 236.0676
265 2.6500 1.2891 19.0419 2.0832 15.3763 17.7528 13.2931 235.9901
266 2.6600 1.2903 19.0416 2.0840 15.3738 17.7513 13.2898 235.9123
267 2.6700 1.2916 19.0414 2.0848 15.3713 17.7499 13.2865 235.8341
268 2.6800 1.2929 19.0412 2.0856 15.3688 17.7484 13.2832 235.7555
269 2.6900 1.2941 19.0410 2.0864 15.3662 17.7469 13.2799 235.6765
270 2.7000 1.2954 19.0408 2.0872 15.3637 17.7454 13.2765 235.5971
271 2.7100 1.2967 19.0406 2.0880 15.3611 17.7439 13.2731 235.5173
272 2.7200 1.2980 19.0404 2.0888 15.3585 17.7424 13.2697 235.4371
273 2.7300 1.2993 19.0402 2.0896 15.3559 17.7409 13.2663 235.3566
274 2.7400 1.3006 19.0400 2.0904 15.3533 17.7394 13.2629 235.2756
275 2.7500 1.3019 19.0398 2.0912 15.3507 17.7378 13.2595 235.1942
276 2.7600 1.3033 19.0396 2.0921 15.3480 17.7363 13.2560 235.1124
277 2.7700 1.3046 19.0394 2.0929 15.3454 17.7348 13.2525 235.0302
278 2.7800 1.3059 19.0391 2.0937 15.3427 17.7332 13.2490 234.9476
279 2.7900 1.3072 19.0389 2.0945 15.3400 17.7317 13.2455 234.8645
280 2.8000 1.3086 19.0387 2.0954 15.3373 17.7301 13.2419 234.7810
281 2.8100 1.3099 19.0385 2.0962 15.3346 17.7286 13.2384 234.6971
282 2.8200 1.3113 19.0383 2.0970 15.3318 17.7270 13.2348 234.6128
283 2.8300 1.3126 19.0381 2.0979 15.3290 17.7254 13.2312 234.5281
284 2.8400 1.3140 19.0379 2.0987 15.3263 17.7239 13.2275 234.4429
285 2.8500 1.3154 19.0376 2.0996 15.3235 17.7223 13.2239 234.3572
286 2.8600 1.3167 19.0374 2.1004 15.3206 17.7207 13.2202 234.2711
287 2.8700 1.3181 19.0372 2.1013 15.3178 17.7191 13.2165 234.1846
288 2.8800 1.3195 19.0370 2.1021 15.3149 17.7175 13.2128 234.0976
289 2.8900 1.3209 19.0368 2.1030 15.3121 17.7159 13.2091 234.0102
290 2.9000 1.3223 19.0366 2.1039 15.3092 17.7143 13.2053 233.9223
291 2.9100 1.3237 19.0363 2.1047 15.3062 17.7126 13.2015 233.8339
292 2.9200 1.3251 19.0361 2.1056 15.3033 17.7110 13.1977 233.7451
293 2.9300 1.3265 19.0359 2.1064 15.3004 17.7094 13.1939 233.6558
294 2.9400 1.3279 19.0357 2.1073 15.2974 17.7077 13.1901 233.5660
295 2.9500 1.3294 19.0354 2.1082 15.2944 17.7061 13.1862 233.4758
296 2.9600 1.3308 19.0352 2.1091 15.2914 17.7044 13.1823 233.3850
297 2.9700 1.3322 19.0350 2.1099 15.2883 17.7028 13.1784 233.2938
298 2.9800 1.3337 19.0348 2.1108 15.2853 17.7011 13.1744 233.2021
299 2.9900 1.3351 19.0345 2.1117 15.2822 17.6994 13.1705 233.1099
300 3.0000 1.3366 19.0343 2.1126 15.2791 17.6978 13.1665 233.0172
301 3.0100 1.3380 19.0341 2.1135 15.2760 17.6961 13.1625 232.9239
302 3.0200 1.3395 19.0339 2.1144 15.2728 17.6944 13.1584 232.8302
303 3.0300 1.3410 19.0336 2.1153 15.2696 17.6927 13.1544 232.7360
304 3.0400 1.3424 19.0334 2.1162 15.2664 17.6910 13.1503 232.6412
305 3.0500 1.3439 19.0332 2.1171 15.2632 17.6893 13.1462 232.5459
306 3.0600 1.3454 19.0330 2.1180 15.2600 17.6875 13.1420 232.4501
307 3.0700 1.3469 19.0327 2.1189 15.2567 17.6858 13.1379 232.3537
308 3.0800 1.3484 19.0325 2.1198 15.2534 17.6841 13.1337 232.2568
309 3.0900 1.3499 19.0323 2.1207 15.2501 17.6824 13.1294 232.1594
310 3.1000 1.3514 19.0320 2.1216 15.2468 17.6806 13.1252 232.0614
311 3.1100 1.3529 19.0318 2.1225 15.2434 17.6789 13.1209 231.9629
312 3.1200 1.3545 19.0316 2.1234 15.2401 17.6771 13.1166 231.8638
313 3.1300 1.3560 19.0313 2.1244 15.2366 17.6753 13.1123 231.7641
314 3.1400 1.3575 19.0311 2.1253 15.2332 17.6736 13.1079 231.6639
315 3.1500 1.3591 19.0309 2.1262 15.2298 17.6718 13.1035 231.5630
316 3.1600 1.3606 19.0306 2.1271 15.2263 17.6700 13.0991 231.4616
317 3.1700 1.3622 19.0304 2.1281 15.2228 17.6682 13.0947 231.3596
318 3.1800 1.3637 19.0302 2.1290 15.2192 17.6664 13.0902 231.2570
319 3.1900 1.3653 19.0299 2.1299 15.2156 17.6646 13.0857 231.1538
320 3.2000 1.3669 19.0297 2.1309 15.2120 17.6628 13.0812 231.0500
321 3.2100 1.3685 19.0294 2.1318 15.2084 17.6610 13.0766 230.9456
322 3.2200 1.3701 19.0292 2.1328 15.2048 17.6592 13.0720 230.8406
323 3.2300 1.3716 19.0290 2.1337 15.2011 17.6573 13.0674 230.7349
324 3.2400 1.3732 19.0287 2.1347 15.1974 17.6555 13.0627 230.6286
325 3.2500 1.3748 19.0285 2.1356 15.1936 17.6536 13.0580 230.5216
326 3.2600 1.3765 19.0282 2.1366 15.1899 17.6518 13.0533 230.4140
327 3.2700 1.3781 19.0280 2.1375 15.1861 17.6499 13.0485 230.3058
328 3.2800 1.3797 19.0278 2.1385 15.1822 17.6481 13.0437 230.1968
329 3.2900 1.3813 19.0275 2.1394 15.1784 17.6462 13.0389 230.0872
330 3.3000 1.3830 19.0273 2.1404 15.1745 17.6443 13.0341 229.9770
331 3.3100 1.3846 19.0270 2.1414 15.1705 17.6424 13.0292 229.8660
332 3.3200 1.3863 19.0268 2.1423 15.1666 17.6405 13.0242 229.7543
